사용월,호선명,지하철역,04시_승차,05시_승차,06시_승차,07시_승차,08시_승차,09시_승차,10시_승차,11시_승차,12시_승차,13시_승차,14시_승차,15시_승차,16시_승차,17시_승차,18시_승차,19시_승차,20시_승차,21시_승차,22시_승차,23시_승차,00시_승차,01시_승차,02시_승차,03시_승차
202304,9호선,송파나루,0,2059,4314,12833,17956,11782,7477,6519,7524,8025,7895,8296,9101,10070,13373,7842,7902,8612,6151,2438,378,0,0,0
202304,9호선,언주,0,1204,2959,6832,10031,9502,9600,10897,12993,13602,15172,17633,24209,40642,55006,27327,15782,12527,9058,3428,550,0,0,0
202304,9호선,올림픽공원(한국체대),2,1844,7258,16552,20715,13838,9608,10018,11398,10878,10857,13765,18093,21193,19732,19431,16900,24419,8205,1804,169,0,0,0
202304,9호선,종합운동장,14,1290,3656,9567,11922,8738,6161,6069,6585,7063,6554,6630,8791,10903,13363,9831,7872,9563,7523,3450,512,0,0,0
202304,9호선,중앙보훈병원,3,3470,16343,46176,46398,29063,20232,18195,16726,12937,16183,18350,19828,20618,14426,6320,4606,3927,2889,1033,98,0,0,0
202304,9호선,한성백제,0,1123,3115,7367,10169,5832,4215,3639,4439,4775,4662,5149,6187,6706,8193,3753,3086,2584,1610,629,123,0,0,0
202304,경부선,가산디지털단지,1362,7924,7657,16407,16894,13045,11228,12167,14226,14996,15192,18247,29049,71237,106753,43219,26285,21238,14961,6329,250,0,0,0
202304,경부선,관악,240,7655,14052,36139,33364,17470,12833,10885,12008,11178,10478,10707,12697,12867,11604,7116,5211,4772,2912,1076,60,0,0,0
202304,경부선,광명,0,26,3149,12413,10514,7115,4358,7617,5508,5014,4027,8830,3223,8928,10191,9040,3277,7580,2559,1305,1,0,0,0
202304,경부선,구로,11820,23018,19019,39341,37886,28776,22380,21381,22884,23790,24399,27942,33081,50035,60013,25819,20216,17459,12127,4681,21,0,0,0
202304,경부선,군포,15,5489,9456,19125,19683,10707,8629,8185,8380,7923,7381,7642,9680,24066,35621,11585,9633,5683,3022,1124,48,0,0,0
202304,경부선,금정,428,24152,40257,94828,95132,58866,41303,36620,38373,36158,32054,34314,41279,64496,75407,36952,29419,24720,17338,7431,448,0,0,0
202304,경부선,금천구청,639,12128,19482,47346,44521,27380,19906,17613,17888,16340,14225,14917,16164,17840,26255,11264,8910,7123,4957,1593,50,0,0,0
202304,경부선,남영,108,2595,5084,13642,20338,12228,10021,10785,12441,12851,13126,18263,23655,30552,40920,18292,15323,15488,12410,5143,87,0,0,0
202304,경부선,노량진,468,4781,7604,17855,25323,14433,10831,11701,13122,15039,15397,15318,16547,18766,19164,14180,14947,15908,14886,5193,183,0,0,0
202304,경부선,당정,9,3964,10788,26163,25047,13419,9663,9168,10431,8978,8689,9574,10659,13551,14341,6063,4964,4196,3328,1253,75,0,0,0
202304,경부선,대방,501,5213,10500,26868,33187,20387,15768,14688,16143,15237,15348,16449,17256,27929,36135,14082,10739,9905,6987,1910,56,0,0,0
202304,경부선,독산,594,8401,19502,49333,45714,26656,20193,18948,20480,19035,17963,19486,29401,60214,72113,31132,18464,12517,8184,2608,122,0,0,0
202304,경부선,두정,1347,5696,10021,18720,18054,14521,11145,12408,16151,14278,14131,16793,18226,20957,19018,12210,9159,8604,5555,2599,30,0,0,0
202304,경부선,명학,92,6783,11251,26322,23533,12466,9731,10018,10685,10226,12660,10941,16782,30754,37966,13276,12396,7792,5343,2057,145,0,0,0
202304,경부선,병점,3597,8889,28971,57750,49341,32977,27536,26366,27187,22838,23099,27121,33433,34866,34282,21006,14417,12651,9112,3081,46,0,0,0
202304,경부선,서동탄,2,1151,4912,10489,4053,2980,1999,2043,1595,1545,1475,1805,1791,2062,2433,965,867,610,429,127,3,0,0,0
202304,경부선,서울역,3,61,106,11946,20315,16490,15844,17210,17908,17252,8459,18169,21350,17941,21728,17793,12933,17297,14541,6189,941,0,0,0
202304,경부선,서정리,25,4892,12071,18424,17882,14773,12757,12919,14356,12459,12857,14799,21190,41603,25572,14215,10966,8136,4879,2343,64,1,0,0
202304,경부선,석수,310,7843,17757,38596,38105,22451,15477,13848,13446,12011,11271,13168,14628,17221,16515,9700,6496,5419,3661,1317,54,0,0,0
202304,경부선,성균관대,147,8750,28300,70778,57470,30057,23511,21448,23119,21929,19305,20464,27401,27177,25982,16562,13929,13159,10278,4626,208,0,0,0
202304,경부선,성환,26,2396,3730,7122,7087,7123,7186,7928,11871,13027,12771,17808,25374,24923,16011,6856,6231,3522,2603,1051,96,0,0,0
202304,경부선,세류,447,3954,8667,16311,11584,6263,5158,4940,4525,3957,3519,4130,5860,6798,5588,3545,2747,2357,1499,462,9,0,0,0
202304,경부선,세마,322,2365,6111,10796,10621,6227,4948,4113,4467,4271,3848,4158,5988,6514,8176,3285,2402,1969,1301,520,56,0,0,0
202304,경부선,송탄,61,5544,8324,14040,13178,10428,8757,8564,8530,8008,7016,7997,9890,10342,10973,6212,4751,4131,2242,1008,65,0,0,0
202304,경부선,수원,1493,20730,37220,76764,76076,53776,46686,52074,57491,57148,59149,75065,95720,97910,101939,79312,83350,64214,52774,21423,621,0,0,0
202304,경부선,신길,775,9982,10829,25373,33395,19345,12337,10944,13012,11345,10346,11354,14377,19702,29235,11784,8791,7366,4977,2015,94,0,0,0
202304,경부선,신도림,358,2406,3823,9361,10825,6479,4878,4362,4962,5179,5051,5370,6152,9416,13716,6080,4828,4880,3425,1394,50,0,0,0
202304,경부선,안양,284,15399,34814,86273,78916,45160,34911,34955,41755,39058,38696,46674,60390,61112,44024,28125,25669,25622,20249,8319,348,0,0,0
202304,경부선,영등포,4276,16136,17431,42327,59034,43753,41193,47507,56707,59988,59871,84911,101498,118257,161397,95322,97696,75722,61226,22069,445,0,0,0
202304,경부선,오산,471,8565,15164,28419,29764,20549,19105,18291,18857,15705,15739,17832,22408,25833,27601,16555,12954,9262,5159,2386,110,0,0,0
202304,경부선,오산대,192,3625,7425,13868,11858,7176,5578,5453,6200,7114,6361,8541,10060,9854,9925,4612,3415,3131,2112,1075,83,0,0,0
202304,경부선,용산,415,4816,6401,22260,34979,39714,35932,53025,49414,61618,49541,89668,97686,124519,167799,99328,101896,97361,64026,27454,594,0,0,0
202304,경부선,의왕,50,6375,12496,28932,29767,15121,11536,12038,12658,11303,11274,14254,21531,28837,26067,12353,8659,6531,4344,1872,84,0,0,0
202304,경부선,직산,89,971,1604,2140,2213,1518,1525,1506,1315,1281,1229,1749,1931,3576,3598,1234,918,730,337,160,22,0,0,0
202304,경부선,진위,37,916,1606,3139,2999,2274,1835,1898,2078,2100,1784,3682,4568,8630,9476,3232,1973,1325,597,291,11,0,0,0
202304,경부선,천안,1871,3538,6441,12354,11536,15419,11570,13404,13999,13601,18672,23207,24283,22618,18994,12019,9729,6710,3771,2341,20,0,0,0
202304,경부선,평택,134,7563,14402,31252,32992,29135,24701,22720,23874,24621,23610,26923,31727,35997,32501,23185,23500,16582,13266,7335,72,0,0,0
202304,경부선,평택지제,22,2239,4983,12012,10732,7160,5756,5336,6547,4630,5735,7457,9157,18029,11635,9319,5261,5463,4393,1652,28,0,0,0
202304,경부선,화서,383,8539,23298,45462,36591,17608,13294,11859,11332,10263,9154,10284,14577,14746,11474,6652,4937,4337,3312,1040,52,0,0,0
202304,경인선,간석,342,5663,11223,24338,20577,12226,10226,9842,9770,8607,8114,8635,9456,8934,9386,5044,4123,3858,2920,1361,106,0,0,0
202304,경인선,개봉,1568,18642,40518,98622,89789,56996,40391,34880,35449,32208,27693,27151,30040,31492,31056,19458,15178,12796,9583,3592,54,0,0,0
202304,경인선,구일,236,4058,10191,27624,24552,14503,10851,10399,11570,10472,10619,12955,18533,19887,19010,8968,9320,16950,7522,2155,23,0,0,0
202304,경인선,도원,457,2258,3583,7999,7614,4833,4412,5002,5231,5847,4551,7301,11642,9328,9928,3386,2494,4321,1240,371,28,0,0,0
202304,경인선,도화,316,4630,7350,17011,14414,9027,7461,7135,6968,6711,5972,6171,7210,6991,7060,3552,2742,2076,1491,635,29,0,0,0
202304,경인선,동암,618,19296,33539,62746,60762,36679,28781,25972,26630,24799,21733,20898,23097,25150,22295,14292,12052,9746,7649,3592,214,0,0,0
202304,경인선,동인천,1410,7021,17760,43359,35333,22988,20598,21838,23904,23372,23439,28897,32207,37442,43529,19080,14137,11145,7147,2450,5,0,0,0
202304,경인선,백운,132,7934,13373,27450,26021,16125,12982,12181,12072,10515,9103,9310,10725,10366,8770,5072,3884,3571,2429,1195,92,0,0,0
202304,경인선,부개,1885,10364,18008,41977,35207,22146,15872,14284,14680,13299,10808,10682,12483,11773,11033,6521,4500,4134,2776,1514,120,0,0,0
202304,경인선,부천,2748,38494,44196,105562,105437,65920,48865,49155,52406,50446,49161,52454,58921,59692,57185,37983,32361,31001,25499,11947,302,0,0,0
202304,경인선,부평,8196,22200,36415,84321,80121,48615,40534,41060,45251,44774,44394,49003,54439,57734,54008,41756,37812,37477,31737,16044,2242,0,0,0
202304,경인선,소사,1038,13945,14781,30948,28389,18836,15670,14087,14449,13938,12657,13527,15676,15509,12366,7465,5290,4804,3305,1250,51,2,0,0
202304,경인선,송내,1512,17127,40148,110307,93230,54727,40093,37834,38603,34780,31519,34012,39317,48667,73666,30575,23409,20182,15913,7263,454,0,0,0
202304,경인선,역곡,882,28882,46633,120296,116701,67731,46224,41762,43238,41087,36418,39226,45136,45491,41077,24808,20577,17886,15920,7215,192,0,0,0
202304,경인선,오류동,499,12618,19582,51754,51412,30492,21915,19634,20987,18735,16218,15435,16116,15670,14413,8603,6628,6214,4314,1697,44,0,0,0
202304,경인선,온수(성공회대입구),206,5426,9012,23632,21631,14238,11276,11078,13417,11080,10321,11719,16523,13686,11660,6142,4812,5362,3314,1655,47,0,0,0
202304,경인선,인천,293,1330,3523,5914,5598,3855,3877,4802,6645,8577,11474,13215,16571,16793,15376,7692,5655,3490,1851,499,16,0,0,0
202304,경인선,제물포,759,7665,16089,39064,34371,20067,16416,16759,17585,17332,15209,19802,24106,22919,24434,10862,8017,6934,4647,1734,68,0,0,0
202304,경인선,주안,780,14354,28198,62108,58104,37731,29719,29602,33182,31401,27460,31305,33632,40672,37475,23474,20531,18977,16171,7425,487,0,0,0
202304,경인선,중동,962,11184,18711,44837,35845,20906,15660,14583,15770,13585,12003,11457,12178,12643,12327,7012,5549,4670,3101,1414,75,0,0,0
202304,공항철도 1호선,공덕,45,1711,2604,6392,6045,3900,3076,3293,3258,3298,2980,3225,3911,6277,9342,4278,3674,3451,3085,1266,95,0,0,0
202304,공항철도 1호선,공항화물청사,2,512,1219,2045,2391,1643,758,850,1205,1348,2031,3204,5103,10384,16384,3474,2317,2529,2556,560,15,0,0,0
202304,공항철도 1호선,김포공항,19,2162,3959,7759,14828,17618,18953,19701,18386,21453,21471,22871,16740,26086,28306,20900,16713,22270,17842,9527,292,1,0,0
202304,공항철도 1호선,디지털미디어시티,146,3715,8105,20329,21370,13131,9288,10295,11170,12453,12494,14302,19773,47624,83470,35130,20341,20240,14946,6887,801,1,0,0
202304,공항철도 1호선,마곡나루(서울식물원),15,2532,5441,15265,16211,9146,6061,7022,8616,8078,8354,11627,20370,57262,52095,19222,12538,9762,16278,2589,442,0,0,0
202304,공항철도 1호선,서울역,301,3048,3794,12033,16366,15577,15438,17965,22587,26207,18439,27806,30005,33067,35910,28005,21774,23820,17783,9566,137,0,0,0
202304,공항철도 1호선,홍대입구,229,5112,6334,11566,14641,12768,13527,14022,15758,18172,19793,24056,29919,36839,41269,33948,33104,35679,32123,15318,1250,0,0,0
202304,신림선,관악산(서울대),1,747,1800,5335,5912,3786,3661,4686,6271,7474,8761,10804,12035,10360,8259,3195,1866,1817,1300,640,182,1,0,0
202304,신림선,당곡,0,1899,4192,12553,18219,11323,7458,6656,7438,7003,6419,6251,6743,7756,8553,4995,4437,2931,2175,941,231,0,0,0
202304,신림선,대방,23,1564,1970,6419,10468,6119,4646,4774,4899,4846,4636,4701,4541,5816,5644,3410,3164,2605,2039,883,136,0,0,0
202304,신림선,보라매,1,1603,2567,8153,12734,7333,5229,4868,5726,5668,5481,5763,7675,7150,11605,4638,3976,3537,2499,1306,294,0,0,0
202304,신림선,보라매공원,0,503,1584,5425,6466,4051,3193,3569,3368,3490,3539,4169,4894,5388,6148,2320,1668,1229,1021,381,74,0,0,0
202304,신림선,보라매병원,1,833,2116,6859,8363,8792,9185,10210,9259,9197,11439,13577,13205,23752,31838,10207,7549,4913,3531,1267,151,0,0,0
202304,신림선,샛강,0,330,813,1580,2481,2146,1851,1990,2256,2615,3231,4417,5074,10258,17834,6302,4543,4193,3376,1530,444,0,0,0
202304,신림선,서울대벤처타운,4,5221,9389,30070,41519,25051,15996,14575,16014,15140,13372,12480,13537,14002,14820,8645,6429,5069,5759,2072,446,0,0,0
202304,신림선,서울지방병무청,0,959,3022,9062,12877,7690,6168,4754,5330,4551,4096,4388,4554,3993,4428,2428,1707,1473,1237,368,105,0,0,0
202304,신림선,서원,0,2033,4034,13383,19810,11858,6609,5419,5668,5265,4237,3781,3701,3650,3408,2371,1497,1171,1107,474,97,0,0,0
202304,신림선,신림,0,886,1313,3904,6874,4047,2572,2592,2773,2798,2698,2692,2626,3008,3262,2399,1886,1742,1386,854,281,0,0,0
202304,우이신설선,4.19민주묘지,1,1546,3381,9082,10185,6721,5513,6303,6514,7346,8339,8461,11792,11279,7511,4360,3234,2365,1599,636,145,0,0,0
202304,우이신설선,가오리,8,2768,6229,17413,18741,11638,8573,8115,7917,7389,5802,5966,5904,6091,4725,3539,2325,1692,1324,564,163,0,0,0
202304,우이신설선,보문,14,464,1158,2130,4159,3518,2648,2529,3029,3006,2881,2932,3721,3349,3606,2333,1918,1707,1401,605,151,0,0,0
202304,우이신설선,북한산보국문,18,2346,7990,21709,23935,17361,12500,11249,11580,11128,9763,9924,12269,12649,11897,6292,4728,4256,3142,1750,508,0,0,0
202304,우이신설선,북한산우이,30,2007,3394,9468,10122,6346,4881,5099,6527,7420,8205,8901,8129,6897,5595,3659,2402,1637,994,472,132,0,0,0
202304,우이신설선,삼양,6,1146,2831,6952,7797,5347,4057,3855,3849,3768,3370,3046,3086,3083,2688,1826,1296,958,489,263,58,0,0,0
202304,우이신설선,삼양사거리,2,1315,3076,7816,9428,6608,5224,4489,5011,4745,4191,3939,3983,3830,3623,2767,1745,1466,1076,378,122,0,0,0
202304,우이신설선,성신여대입구(돈암),3,768,1166,3964,7285,5041,4489,4995,5466,5846,5823,6386,6840,7473,9008,6111,6017,6820,6290,2616,664,0,0,0
202304,우이신설선,솔밭공원,16,2083,4225,11274,11503,7305,5249,4663,4697,4045,3588,4181,3899,3302,2691,2023,1254,881,706,448,53,0,0,0
202304,우이신설선,솔샘,1,3168,10785,30412,29277,17644,11380,9606,9626,8723,6732,6583,6960,6215,4698,3357,2438,1732,1490,695,147,0,0,0
202304,우이신설선,신설동,53,816,1010,1424,2718,2054,2251,2682,3023,3446,3869,5170,6087,7392,9527,4758,3132,3078,2210,776,163,0,0,0
202304,우이신설선,정릉,5,2024,6076,14455,16871,13887,10064,8927,9289,8772,7776,7729,7832,8375,8282,4732,3236,2794,2381,1170,306,0,0,0
202304,우이신설선,화계,5,1960,4381,14063,14232,9289,6790,6686,7311,6877,5498,5339,5276,4441,4211,3364,1796,1512,985,486,131,0,0,0
202303,1호선,동대문,775,11503,10255,15728,20970,19240,17839,19142,22906,24571,27441,28484,28789,27604,25619,18406,15625,14941,11914,5370,588,1,0,0
202303,1호선,동묘앞,213,2916,3653,7749,11678,10251,11611,16040,22594,31411,35501,38495,40992,36353,24791,10862,6273,5727,4098,1544,99,1,0,0
202303,1호선,서울역,677,8460,13265,43763,74004,61817,61592,73218,86298,87046,71499,99912,116950,170173,230044,117255,85484,86714,57235,25208,2352,0,0,0
202303,1호선,시청,113,2396,4034,8529,11367,14225,16499,22017,23030,29558,38498,53346,61934,98564,175362,66784,56776,50856,33048,10441,362,2,0,0
202303,1호선,신설동,460,9074,9800,22348,33819,20962,18102,20709,22465,24282,24327,26414,31961,42390,55155,23088,15756,14221,10049,4378,384,0,1,0
202303,1호선,제기동,442,5492,8689,24377,34956,24936,25800,34361,40119,43541,48626,54702,53280,47645,43495,22410,14398,10461,6457,2504,170,0,0,0
202303,1호선,종각,89,3698,4213,6671,11140,13252,18242,27392,33609,43465,55714,69835,83827,153030,237310,103530,87834,94699,70331,30417,1147,2,0,0
202303,1호선,종로3가,162,3819,3838,5610,9700,15890,21647,31343,45211,52145,64928,74911,82318,93726,109562,66250,53518,57784,43026,18618,1510,2,0,0
202303,1호선,종로5가,45,2033,3187,6502,10619,14462,23948,36415,46970,56490,64426,70612,74774,93317,108028,57618,41218,37904,22913,7559,272,0,0,0
202303,1호선,청량리(서울시립대입구),993,11265,16294,40847,49664,32688,30210,35897,41648,44134,46199,51821,61086,55594,47037,26424,19426,15880,10042,3973,229,0,0,0
202303,2호선,강남,189,9656,18762,41961,68731,55745,54737,70510,86904,101335,113407,139737,170116,252509,327962,221451,172435,200136,183816,85536,14635,6,0,0
202303,2호선,강변(동서울터미널),21,8496,28385,84449,127375,89634,68431,58429,54536,50363,46087,47917,52275,59286,63523,44985,35564,28249,18759,7479,950,4,0,0
202303,2호선,건대입구,306,16037,22424,57081,99906,67398,41945,40133,47472,51595,53405,59026,69044,80358,95419,72066,73967,83771,88442,55810,8939,11,0,0
202303,2호선,교대(법원.검찰청),35,2956,12027,29251,41353,33537,30704,36126,38287,47585,56986,61565,64806,105203,146594,74853,60347,62685,50996,19391,3376,0,0,0
202303,2호선,구로디지털단지,252,38297,56253,151275,201815,125263,73774,65333,70404,70000,64251,66522,81960,137900,225588,111224,70455,60610,46329,21514,3566,12,0,0
202303,2호선,구의(광진구청),56,13419,27532,73086,125237,75788,39481,33217,34205,32843,29721,30076,40317,39143,47087,24869,19518,17786,16382,8898,1415,3,0,0
202303,2호선,낙성대(강감찬),35,11573,27046,90443,136581,87981,47398,39370,42101,42561,38335,39320,43663,50938,56818,32379,26050,24872,19428,10443,1846,1,0,0
202303,2호선,당산,34,6668,17225,49410,63072,40767,28386,26083,26358,25205,23243,25345,29997,46910,67518,30023,22269,22531,19606,9147,1321,0,0,0
202303,2호선,대림(구로구청),665,34243,32182,72203,98591,67294,41173,37436,37735,36549,34855,36570,39722,46605,55928,28730,20813,16851,11472,5996,874,1,0,0
202303,2호선,도림천,1,348,1153,3663,3908,2181,2096,1640,2266,1698,2341,2613,3325,3146,3631,1795,1132,877,535,206,33,0,0,0
202303,2호선,동대문역사문화공원(DDP),185,5498,4395,7870,14291,14113,15117,17571,20949,22931,27614,34305,43188,45959,50108,32315,24769,26406,19397,10847,1949,2,0,0
202303,2호선,뚝섬,16,3107,8445,19596,26890,18519,15389,17421,21327,25030,30131,38055,49606,77302,139452,70076,46420,45147,30556,11662,1600,2,0,0
202303,2호선,문래,4,4151,14433,47917,53449,30027,21629,21764,24996,25957,25959,29277,35878,62023,113812,42471,28658,30203,24467,11549,1952,1,0,0
202303,2호선,방배,1,2653,9714,24623,34861,27944,22141,23644,25849,28447,33261,37771,47044,57540,77149,36348,27598,25555,21563,8360,1568,0,0,0
202303,2호선,봉천,86,15542,29973,90129,129625,80836,44695,35251,37657,37301,31021,30176,33876,32709,33979,21536,17382,15098,11741,5251,993,1,0,0
202303,2호선,사당,60,12803,27902,80836,105808,82502,53548,47649,53405,56562,62745,67552,71459,84161,104232,73646,68506,77038,70381,38095,6066,6,0,0
202303,2호선,삼성(무역센터),120,4795,7327,15252,21211,22509,25258,37082,46907,63065,77947,102580,131379,224633,324828,163186,120926,110253,69267,20122,2805,0,0,0
202303,2호선,상왕십리,68,5713,14695,44187,72753,39700,24130,20971,22751,20948,19157,19948,22087,26401,29370,20028,13178,11558,8196,3138,497,0,0,0
202303,2호선,서울대입구(관악구청),4826,28818,45524,137266,188720,129481,74505,63054,69523,75827,67339,73367,79834,93170,100624,62824,53920,57380,50946,27639,4656,1,0,0
202303,2호선,서초,15,1738,9618,19903,31016,30151,22903,29486,27289,35782,38091,46063,51022,74353,101618,49371,34101,33352,21390,7155,975,0,0,0
202303,2호선,선릉,97,5168,11624,22886,36064,33803,37077,46765,56382,66362,76727,98647,125234,202908,313433,159634,100791,98132,80812,29475,4247,0,0,0
202303,2호선,성수,47,5464,9766,24933,33732,26523,23194,26964,32863,39994,46129,56779,75139,136346,256680,124992,85345,77477,56618,22927,3170,3,0,0
202303,2호선,시청,89,909,2032,5601,9428,12972,18448,24037,23437,28806,34981,43547,53238,101885,179414,63846,48950,44140,28168,10632,1332,0,1,0
202303,2호선,신답,6,1273,1951,7000,12169,5544,2803,2453,2313,2276,2094,1994,2160,2248,2449,1169,712,582,561,202,35,0,0,0
202303,2호선,신당,24,6342,11849,31928,52869,31127,20696,19616,22224,23287,23503,24591,28805,31805,35803,25012,19344,18105,15784,8029,1283,1,0,0
202303,2호선,신대방,200,25014,35608,96932,143556,88996,48636,39732,39669,36417,32569,31436,34113,34876,36123,22065,16669,13612,10512,5269,961,4,0,0
202303,2호선,신도림,3884,35476,54898,152128,157768,98517,67006,64582,70185,72110,73162,78229,85979,104909,130803,78235,65081,67493,48172,22364,2855,12,0,0
202303,2호선,신림,215,39217,74190,203085,294603,179459,98212,80565,84443,78911,72933,71614,78807,83003,85130,57842,49095,46524,41849,24175,4827,6,0,0
202303,2호선,신설동,48,1606,1592,4989,9659,6043,5044,5936,7323,8116,8610,9734,10487,12953,13693,5399,3621,3367,2311,823,121,0,0,0
202303,2호선,신정네거리,75,8459,19937,55358,49867,28268,18813,17230,17121,15520,12963,12334,13463,13443,12771,7864,5817,4882,3796,1653,289,0,0,0
202303,2호선,신촌,70,7854,14912,39439,59105,42192,39504,46034,57699,64683,68004,78672,96565,113672,112356,79541,80258,88721,92990,46917,8261,2,0,0
202303,2호선,아현,21,4993,11348,32330,45389,26083,19218,17312,18378,18579,16687,18253,25704,21894,22641,13869,10262,7954,6215,2416,444,2,0,0
202303,2호선,양천구청,12,5245,12773,37674,33621,20286,13480,12124,11955,10254,8134,8316,9436,9937,9589,4524,3290,2736,2441,790,161,0,0,0
202303,2호선,역삼,61,3786,9163,16938,28164,25072,25540,34355,42930,51170,61057,81365,104813,225150,294729,168347,98447,93000,64087,24043,3845,1,0,0
202303,2호선,영등포구청,23,5704,13208,42619,51411,31686,24765,25222,27126,28373,29966,31283,38818,56102,107511,38667,29232,28426,21163,9724,1633,0,0,0
202303,2호선,왕십리(성동구청),820,6709,9971,27227,49379,30651,20365,19735,23214,24275,24720,26788,35322,38401,41147,27163,26698,30779,32588,19980,3776,3,0,0
202303,2호선,용답,1,2322,3385,9464,14708,7639,5408,4701,5436,5704,5285,6262,7758,7063,4760,2965,2271,1722,1281,552,119,0,0,0
202303,2호선,용두(동대문구청),27,1213,1908,5483,10068,5465,4243,4016,4243,4235,4612,4779,5446,5482,6153,2751,1959,1621,920,436,74,0,0,0
202303,2호선,을지로3가,19,1127,2763,6189,12956,17952,21198,23422,24370,27039,32063,37219,45156,93820,149966,59576,43885,48033,40388,21990,3443,1,0,0
202303,2호선,을지로4가,3,1056,2010,5451,10994,12775,15090,17647,19331,21584,24999,27620,34797,61678,73216,32179,19525,16029,10987,5166,932,1,0,0
202303,2호선,을지로입구,94,2677,3975,11186,20488,28199,34006,41608,45513,56854,64798,77484,92590,170331,297250,131946,114926,82111,62573,25195,3490,1,0,0
202303,2호선,이대,32,3735,9635,29747,40328,25032,19806,21672,30354,31654,32481,43573,46277,59536,52269,31508,28350,27197,19677,7509,1050,0,0,0
202303,2호선,잠실(송파구청),65,13534,49645,130053,182519,134072,89448,86391,94605,102823,110396,126814,152691,195589,241264,163331,159056,144068,102964,34593,5188,6,0,0
202303,2호선,잠실나루,3,3208,12766,42875,52132,33588,26581,25389,24853,22612,23510,26560,33125,39773,32724,16276,12230,9450,7035,3056,415,0,0,0
202303,2호선,잠실새내,48,5215,17896,63728,89277,56468,37073,34208,35020,34225,31374,35472,38765,40975,44501,33049,29521,27884,26972,14496,2248,0,0,0
202303,2호선,종합운동장,14,1307,6447,18731,25340,17785,15402,15612,15107,17392,15373,15928,23718,19789,17695,10917,8366,13480,4919,1619,294,3,2,0
202303,2호선,충정로(경기대입구),20,3257,6716,17604,23984,15719,11486,12219,12593,14078,14200,15377,20554,32844,51060,16279,11030,10592,7393,3404,704,2,0,0
202303,2호선,한양대,6,1042,2473,5992,9069,6650,8571,14102,19401,22156,30210,39683,51228,65867,49017,22026,19138,22395,13319,6290,1261,1,0,0
202303,2호선,합정,110,10181,19118,46083,59565,40887,30122,31019,37135,41031,43422,47611,57720,81006,125280,81894,66529,74904,69788,37463,6319,1,0,0
202303,2호선,홍대입구,1155,27942,31603,67590,88394,65238,56938,63120,71985,84140,91478,115506,148430,175584,202824,168511,164411,196737,193581,102718,13565,5,0,0
202303,3호선,가락시장,46,3058,7682,22601,23757,17614,15386,14643,14430,14946,14250,15623,17196,23242,31582,13048,9958,8935,6238,2441,374,2,0,0
202303,3호선,경복궁(정부서울청사),56,2702,6466,15350,21559,21090,19725,25307,33123,42589,53662,67992,81561,97802,124741,53119,41213,39882,27244,10006,1012,1,1,0
202303,3호선,경찰병원,18,2955,8218,25304,28721,16759,12435,10997,9930,10472,9968,10698,10889,16126,21666,7810,6369,5396,3552,1200,162,1,0,0
202303,3호선,고속터미널,92,4853,7065,28216,48451,53852,56774,68814,80555,89337,100617,114623,128405,144896,140707,121317,131175,81081,51699,18971,2034,0,0,0
202303,3호선,교대(법원.검찰청),80,1757,4170,10082,14732,12727,13233,16368,18318,23272,28066,28795,32027,49909,71513,33511,30247,30581,27802,9059,1378,0,0,0
202303,3호선,구파발,87,11561,35411,95734,86664,49821,34585,31805,32875,30393,30713,34449,39597,40721,32490,20911,16838,14343,11593,3279,519,3,0,0
202303,3호선,금호,33,4736,10701,29563,40254,25744,16507,13590,13334,12572,10687,10640,11754,12137,12248,8159,6063,4447,3779,1580,280,0,0,0
202303,3호선,남부터미널(예술의전당),25,2840,9847,33403,48035,39130,36524,39754,40267,43547,47232,49770,66865,109032,144021,68915,48534,45101,40437,11740,973,0,0,0
202303,3호선,녹번,77,10098,27114,80056,84471,49711,30187,25112,24842,22466,19039,18068,18741,19993,21757,10519,8006,6400,4809,1866,236,0,1,0
202303,3호선,대청,66,3732,11453,32593,37830,21460,16617,14616,14745,14865,13777,17948,25223,26326,28592,12681,9017,7490,5325,1785,215,0,0,0
202303,3호선,대치,9,2825,13264,30466,30802,19530,15872,14783,16293,16588,15846,18643,20255,30450,29778,19361,13827,17813,39217,3966,544,0,0,0
202303,3호선,도곡,42,745,3135,10421,13041,8369,6621,6722,6677,7322,8191,10192,14413,18511,19111,9988,7121,5846,4489,1206,168,2,0,0
202303,3호선,독립문,168,5051,6052,16811,19690,15441,13282,13632,15279,15040,15987,19328,20318,18727,18120,8608,6467,5278,3994,1186,147,0,0,0
202303,3호선,동대입구,11,1755,2734,6364,8649,7836,8378,10803,11721,15921,21110,22494,30320,41205,52956,22546,21710,22880,14120,3988,433,1,0,0
202303,3호선,매봉,5,1721,7157,19338,23638,16623,14078,13737,14013,14778,17487,20140,22778,40540,66623,23200,16844,18483,10962,3318,374,0,0,0
202303,3호선,무악재,25,1996,6364,19290,21411,12964,8885,7392,7150,6458,5882,5229,5845,6466,7472,3426,2502,2035,1500,576,106,2,0,0
202303,3호선,불광,71,9619,21492,56678,67012,39370,27903,26188,27316,27949,27475,30426,31983,31413,32793,18583,14443,12326,8436,3694,511,0,0,0
202303,3호선,수서,238,4906,12851,38146,49843,33509,33563,27843,33846,30657,24219,36926,43374,48179,56434,25374,25857,17088,17736,6744,658,2,0,0
