사용월,호선명,지하철역,04시_승차,05시_승차,06시_승차,07시_승차,08시_승차,09시_승차,10시_승차,11시_승차,12시_승차,13시_승차,14시_승차,15시_승차,16시_승차,17시_승차,18시_승차,19시_승차,20시_승차,21시_승차,22시_승차,23시_승차,00시_승차,01시_승차,02시_승차,03시_승차
202304,1호선,동대문,749,10603,9478,14847,19769,18869,17768,19118,23034,24562,25996,27391,27372,26703,24733,18095,15469,14143,11377,5017,524,1,0,0
202304,1호선,동묘앞,204,2738,3544,7427,11216,10498,11830,16499,23018,30655,33092,35380,36258,34474,25027,11098,6358,5469,3992,1378,89,2,0,0
202304,1호선,서울역,673,7682,13316,42256,71698,61867,63776,75338,89059,87807,70323,98818,112363,164944,218834,116611,85113,84951,57870,24520,2424,0,0,0
202304,1호선,시청,135,2141,3966,7878,10276,13496,16330,22222,23395,28701,37083,49243,60780,91883,161064,64188,55734,49170,31113,9870,345,0,0,0
202304,1호선,신설동,409,8266,9839,21340,31529,20706,18156,20184,21613,23549,22987,24457,29002,38892,51165,21168,14863,13255,9301,3949,395,0,1,0
202304,1호선,제기동,351,5279,8745,23486,32788,24589,26031,33342,37868,40511,44214,49007,47531,43890,39467,21417,13407,9465,6040,2284,156,0,0,0
202304,1호선,종각,108,3692,4437,6811,10852,13182,18712,26948,33031,41857,51139,64587,76257,143949,215927,96328,81922,86063,62384,27518,966,0,0,0
202304,1호선,종로3가,179,3860,4032,5702,9806,15716,21194,30989,42508,48795,57995,67545,74537,85757,100131,61070,50190,52624,40622,17246,1283,1,0,0
202304,1호선,종로5가,60,1966,3316,6316,10398,14131,23243,35917,45951,52646,59599,63979,68332,86869,98442,53844,38585,35571,21337,6901,269,0,0,0
202304,1호선,청량리(서울시립대입구),973,10927,15996,38263,47805,31976,30287,35122,39485,41405,42726,48086,55110,51468,43722,24620,18609,15031,8922,3636,188,0,0,0
202304,2호선,강남,184,8940,18495,39623,63947,52722,52776,68609,86037,99528,110176,133225,159592,237734,308641,201364,158421,184316,166060,77194,13039,2,0,0
202304,2호선,강변(동서울터미널),25,8244,27075,77066,117351,84314,66405,57201,53862,50018,44234,47171,50543,55845,61109,44129,35877,28305,19259,7854,823,1,0,0
202304,2호선,건대입구,328,16507,22142,53386,92088,64023,40605,38764,46237,51689,51486,56373,65467,75242,88313,67672,70990,79125,81624,49847,7478,5,0,0
202304,2호선,교대(법원.검찰청),41,2838,11578,26331,38293,30157,28507,33425,35316,43710,51081,56020,57556,95308,134212,65089,54528,55989,45075,16606,3152,0,0,0
202304,2호선,구로디지털단지,282,36438,54294,140938,188076,118212,72708,64259,69530,68553,61540,64233,78334,129549,205800,101791,65563,56112,42427,19236,3260,0,0,0
202304,2호선,구의(광진구청),49,13205,26723,68086,115636,72005,38108,31684,32848,32171,28472,28903,37946,36229,43121,23587,18318,16828,15465,8278,1253,0,0,0
202304,2호선,낙성대(강감찬),25,11213,26423,84126,127483,83002,46485,39003,42890,41938,36846,37837,42721,46729,51663,29849,24188,22423,17132,9352,1611,1,0,0
202304,2호선,당산,30,6765,16708,45399,58331,39206,27308,25347,25648,24989,22481,24612,29408,43432,60581,28175,22173,21523,18794,8703,1243,0,0,0
202304,2호선,대림(구로구청),638,32254,31215,68503,93629,64276,40877,36637,37264,35627,34292,36381,38175,44065,51961,27495,20171,16034,11164,5470,763,2,1,0
202304,2호선,도림천,0,369,1123,3323,3611,2210,1883,1802,2164,1713,2064,2588,3135,2948,3641,1629,1082,807,562,185,44,0,0,0
202304,2호선,동대문역사문화공원(DDP),163,4766,4107,7129,12948,14258,16263,18845,21485,23269,27451,33053,40623,44367,46547,30703,23676,25273,18767,9498,1741,0,0,0
202304,2호선,뚝섬,11,3251,8410,18093,25194,17684,14584,17030,21764,25729,31588,41364,53065,79702,135146,71683,49169,45754,29607,11242,1458,3,0,0
202304,2호선,문래,11,4102,13892,43849,49548,29007,21311,20400,24622,25106,24659,27805,34586,57550,104153,39138,26989,28473,22686,10918,1744,1,0,0
202304,2호선,방배,4,2619,9678,23084,32177,26510,20637,22307,24739,26999,30983,34298,41698,51372,69295,32021,25266,24685,20917,8312,1630,0,0,0
202304,2호선,봉천,104,15201,29553,83702,121338,77231,44026,35130,36808,36741,30412,29596,31601,30651,31865,20831,16446,14594,11214,4669,857,1,0,0
202304,2호선,사당,104,11837,28213,76357,98774,76732,50161,46139,52941,55698,59111,61883,66545,77936,96676,69690,67657,72227,65562,35483,5446,2,0,0
202304,2호선,삼성(무역센터),156,4522,6969,14288,19703,21179,25068,37752,48766,64896,80011,102050,131083,220254,307580,153729,117485,104272,63723,17772,2423,2,0,0
202304,2호선,상왕십리,38,5659,14421,40878,66803,37628,23560,20200,22196,20494,19036,19737,21035,24699,26688,18650,12631,11085,7807,3040,410,0,0,0
202304,2호선,서울대입구(관악구청),4522,27339,43717,127996,175370,121575,72005,62390,68783,74575,64040,69676,73990,84829,90729,56902,48048,51105,46164,24169,3920,1,0,0
202304,2호선,서초,6,1881,12991,21344,29841,29498,23002,29963,28344,35824,36077,43384,48309,69317,93249,46109,32190,32651,19050,6745,964,0,0,0
202304,2호선,선릉,122,4944,11291,21426,34232,33158,36897,46254,56298,64296,73678,91713,116534,190998,287597,144404,92897,88976,73144,26660,3962,4,0,0
202304,2호선,성수,52,5305,9804,23373,31697,24525,22624,25469,31629,38741,45487,56459,72294,129673,237143,115807,81047,72534,51076,20406,2803,5,0,0
202304,2호선,시청,74,795,2317,5682,8654,12146,18559,23684,24955,29331,34789,42631,52784,95052,163649,61936,47623,42997,26531,10145,1288,1,0,0
202304,2호선,신답,10,1142,1933,6412,11211,4963,2662,2180,2312,2242,1984,1918,2086,2128,2234,1165,696,609,585,201,39,0,0,0
202304,2호선,신당,33,6062,11753,29482,49238,29476,20148,19813,22752,22729,22535,23919,27658,30194,32863,23577,18903,17613,15802,7952,1168,0,0,0
202304,2호선,신대방,147,23810,35399,91107,134486,84820,47465,39056,38671,36271,32437,31075,33794,34511,33253,21447,16468,13309,10677,5359,962,0,0,0
202304,2호선,신도림,3682,34210,52573,138799,147112,93886,64671,62348,70056,70888,72836,74819,83529,98677,121037,73503,64113,64825,46965,21742,2528,7,0,0
202304,2호선,신림,213,38178,71864,188345,274388,171001,96004,79646,84757,79177,71545,70188,74235,77707,80251,55151,47473,44807,40102,23096,4559,3,0,0
202304,2호선,신설동,58,1385,1519,4630,8842,5564,5075,6066,7470,8015,8433,9425,9898,12509,13094,5248,3464,2849,2026,781,94,0,0,0
202304,2호선,신정네거리,65,8545,19300,51057,46432,26736,18048,16175,16754,14847,12721,11543,13450,12544,11564,7636,5409,4751,3602,1606,295,1,0,0
202304,2호선,신촌,69,7858,14833,37234,55318,41261,39559,46062,58060,63862,65399,72990,87072,101825,100634,72509,74836,80730,81035,39578,6508,2,0,0
202304,2호선,아현,31,4984,10773,30362,41982,24515,18688,16972,17656,17425,15847,17323,23525,19869,20986,13371,9874,7572,5865,2209,386,0,0,0
202304,2호선,양천구청,11,4847,12184,34555,31354,19307,12719,11256,11643,9939,7916,7449,9532,9297,8768,4443,3170,2658,2475,770,171,0,0,0
202304,2호선,역삼,62,3577,9624,15618,26407,24225,25727,34048,42044,50310,58579,77527,97249,209586,274765,151729,88162,83027,56172,21109,3331,1,0,0
202304,2호선,영등포구청,30,5541,12866,39247,48300,30104,23519,24066,27126,27911,28989,30015,36313,54033,98702,36687,27886,25892,19316,8948,1473,6,0,0
202304,2호선,왕십리(성동구청),878,6604,9885,25378,45426,29075,20018,19588,23746,24064,23003,25733,32489,34683,36695,24842,24387,26905,27655,16096,2928,2,0,0
202304,2호선,용답,1,2091,3372,8753,13477,7392,5309,4465,4999,5070,4865,5300,6495,5788,4409,2829,2202,1661,1377,560,165,0,0,0
202304,2호선,용두(동대문구청),42,1188,1904,5166,9157,4843,3999,3870,3997,4209,4229,4599,4915,4959,5528,2603,1756,1552,919,350,48,1,0,0
202304,2호선,을지로3가,20,1296,2819,6483,12498,17547,22006,24500,25114,27900,31703,36214,43291,87576,137908,57416,42808,46273,38542,21948,3244,0,0,0
202304,2호선,을지로4가,14,1061,2039,5349,10254,11713,14814,17903,19263,21016,23491,25950,32471,56330,66452,30300,18186,15622,10183,4999,862,1,0,0
202304,2호선,을지로입구,83,2570,4060,10736,18947,27297,33438,41188,45447,56137,63694,75903,88515,161059,277383,124273,109882,79143,60698,24945,3086,8,0,0
202304,2호선,이대,33,3696,9606,28107,37840,24657,20445,21947,30211,30812,29706,38354,41195,51513,43839,27974,24640,25721,19243,7623,1028,0,0,0
202304,2호선,잠실(송파구청),73,12947,48363,117773,167481,124317,84966,85066,97363,108821,119107,141098,167311,205682,246414,172495,174982,160890,111169,33512,4357,0,0,0
202304,2호선,잠실나루,15,3164,12383,39392,47593,31334,25162,24822,24408,22163,22530,25337,32364,37453,30329,15861,11991,8885,6598,2936,363,1,0,0
202304,2호선,잠실새내,42,5183,17716,58896,82731,53492,35744,33053,33661,33728,30556,33450,36406,38739,42175,33002,30597,29071,29156,16147,2262,0,0,0
202304,2호선,종합운동장,11,1396,6520,16992,23187,17094,12903,12477,13728,13598,13753,17008,22733,46543,37785,37853,36714,77643,47946,5983,428,1,3,0
202304,2호선,충정로(경기대입구),16,3363,6565,16186,22032,15255,11185,11801,12498,13419,13799,14743,18280,30089,46552,15652,10329,9993,7120,3254,556,0,0,0
202304,2호선,한양대,6,1162,2499,5566,8825,6367,8655,13915,18169,20921,26891,32595,43006,53133,42316,21255,18912,21878,14890,8528,1856,0,0,0
202304,2호선,합정,115,10061,18837,42516,54735,39342,29913,32085,38458,41730,44854,48211,57416,78240,118759,79195,65213,72987,65788,35172,5527,4,0,0
202304,2호선,홍대입구,1187,29418,32831,62304,84826,64861,59100,63273,73448,84972,90501,110969,137682,162658,190683,159476,156796,185846,180874,96116,12174,8,0,0
202304,3호선,가락시장,49,2841,7356,20531,22102,16514,14790,13584,13931,13936,13712,14773,15825,21462,28355,12282,9782,8467,5886,2269,266,3,2,0
202304,3호선,경복궁(정부서울청사),37,2660,6251,14197,20549,20686,19975,26712,35668,43892,54104,67867,79571,94254,116166,51694,44645,43930,27331,9926,983,0,0,0
202304,3호선,경찰병원,24,2866,7919,23082,26636,15798,11963,10367,9779,9748,9390,10043,10072,15281,19810,7274,6092,5263,3254,1192,144,0,0,0
202304,3호선,고속터미널,97,4744,6947,27186,45969,53269,56505,68171,80317,88679,99627,111614,123555,137767,135945,118191,134103,88750,55322,20594,1829,1,0,0
202304,3호선,교대(법원.검찰청),88,1792,4245,9602,14837,12973,14716,17412,19258,23888,27530,29358,31428,48337,67984,31409,29155,29862,25946,8699,1355,0,0,0
202304,3호선,구파발,100,11221,34279,86640,81151,48136,33761,31121,31937,30140,30028,33908,38620,39304,31026,20224,15983,13853,11002,3327,519,3,0,0
202304,3호선,금호,15,4709,10480,27206,38228,24288,15622,12946,12828,12158,10673,10167,10838,11530,11276,7928,5845,4492,3752,1533,220,1,0,0
202304,3호선,남부터미널(예술의전당),24,2753,9748,30928,45711,38228,35449,37436,39895,41942,42618,46322,60587,97328,129643,60999,44228,39793,29880,9408,748,0,0,0
202304,3호선,녹번,85,9789,25825,73427,79078,47757,29423,24122,24158,21712,18160,16792,17673,18155,20140,10304,7958,6452,4681,1586,244,1,0,0
202304,3호선,대청,77,3673,10905,29929,36005,21170,16619,14640,14714,14741,13152,16499,21071,24289,26034,12083,8714,6835,4947,1888,228,1,0,0
202304,3호선,대치,6,2826,12967,27452,28662,18520,15455,14202,15807,16074,15514,17269,19193,27398,27213,17780,13176,16078,29388,3164,424,0,0,0
202304,3호선,도곡,55,726,2940,9453,12095,7878,6413,6505,6667,7350,7979,10298,13821,17776,18047,9245,6875,5641,4296,1076,172,0,0,0
202304,3호선,독립문,177,5021,5943,15430,18943,15246,13097,13361,14968,13366,14446,16878,17226,16850,16445,8082,6205,5018,3632,1209,136,0,0,0
202304,3호선,동대입구,15,1669,2914,5990,8182,7863,8581,11571,12554,17351,24415,24240,30558,38481,49750,23803,19780,20648,13660,4457,473,0,1,0
202304,3호선,매봉,10,1699,6934,17678,21827,15550,13550,13107,13738,14642,17055,19711,21732,38143,60666,21304,16144,17051,10398,3163,335,0,0,0
202304,3호선,무악재,25,1984,6086,17509,20138,12339,8466,7068,6864,6045,5542,5308,5493,6144,7243,3439,2462,2039,1356,588,74,1,0,0
202304,3호선,불광,60,9285,20815,52894,62949,37864,27515,25174,26226,26970,26222,28133,29755,29556,30608,17190,14008,11590,8087,3473,475,0,0,0
202304,3호선,수서,203,4725,12451,35673,47204,32996,32757,27075,32899,30074,23043,35366,39720,45581,52296,24726,24896,16860,17406,7174,624,1,0,0
202304,3호선,신사,74,3979,6869,11702,17937,15706,19127,24771,29643,34338,41315,48664,58675,85375,122649,87095,60423,62923,54263,23660,3243,0,0,0
202304,3호선,안국,16,1583,2932,6417,10353,12808,15694,22568,34137,41649,52339,69914,91545,122168,126909,61911,50670,42206,23670,7051,654,0,0,0
202304,3호선,압구정,74,2778,8160,16708,25683,22264,27690,33088,39799,44156,51804,61177,72214,93915,135849,94722,71605,53866,37673,12595,1733,1,0,0
202304,3호선,약수,87,6569,10753,26613,38981,28336,20252,19134,20312,21173,19552,20616,23821,26242,32812,19180,15606,15116,11527,5269,778,3,0,0
202304,3호선,양재(서초구청),90,5056,14120,34949,45798,34161,31597,33676,38371,43779,48258,58285,72693,122184,191597,87639,65017,59425,37972,13376,1413,0,0,0
202304,3호선,연신내,239,25848,50055,123670,141895,86748,58518,56320,61034,54468,49879,50955,59694,51078,47129,33681,27252,24172,20489,9548,1417,0,1,0
202304,3호선,오금,44,3975,9110,28260,30611,16277,10037,8144,9060,7994,7284,6822,8338,10754,11799,4981,3673,3120,3042,937,91,0,0,0
202304,3호선,옥수,223,2943,9605,24061,31264,22355,15840,14257,13861,14659,14195,14281,16039,16902,17398,11508,9126,8215,5334,2387,391,0,0,0
202304,3호선,을지로3가,20,641,1174,2826,5924,9015,10655,11848,11475,13257,15270,16724,19696,41802,68131,27626,19522,20119,15637,8790,1092,0,0,0
202304,3호선,일원,4,2116,9166,25574,24782,18257,18163,19652,18774,15555,17524,22262,31683,35994,18237,11475,7045,5500,3787,1577,122,0,0,0
202304,3호선,잠원,1,1079,5134,12858,18046,11777,8433,8253,8215,7941,7045,7972,11960,11441,9013,5447,4108,4305,2733,1047,110,0,0,0
202304,3호선,종로3가,11,799,1245,1873,3224,4613,7124,9641,11960,13492,16418,20230,23407,34526,54316,29546,18998,20750,16567,7869,670,0,0,0
202304,3호선,지축,3,2799,9995,28378,27445,15175,10569,9053,9016,8953,7888,9517,10751,10715,8060,5821,4503,3769,3176,1396,228,0,0,0
202304,3호선,충무로,0,0,0,0,0,1,1,3,0,2,3,4,2,4,7,4,1,6,7,3,1,0,0,0
202304,3호선,학여울,6,574,1952,4444,5092,3501,3017,3489,4177,4887,5356,6498,7155,8294,8041,2889,2004,1869,996,253,44,1,0,0
202304,3호선,홍제,104,10077,25014,67593,72042,46739,33095,30614,32694,29477,27157,27710,30006,29735,27897,16121,12994,10440,7705,3021,407,0,0,0
202304,4호선,길음,18,10580,33960,89756,85958,51186,35666,31236,33649,32231,29199,31552,35733,38548,36187,19488,16294,13223,13747,4928,622,0,0,0
202304,4호선,남태령,27,466,1001,2330,3768,2993,2373,2640,2465,2114,2040,1923,3388,5164,4197,1678,1167,754,347,193,23,0,1,0
202304,4호선,노원,218,12190,23923,51691,56927,34225,27624,26682,30578,28640,27985,28873,32427,32879,33055,24537,25726,24602,22664,10681,2143,4,0,0
202304,4호선,당고개,86,8661,16144,41684,36658,23148,17227,15244,15464,14800,13332,12380,13597,13914,12539,8325,5617,4650,2901,1275,281,4,0,0
202304,4호선,동대문,221,4542,2863,4978,7600,12717,18684,25435,32379,37995,46168,54752,64945,83810,62432,35551,25229,27769,16164,7023,869,1,0,0
202304,4호선,동대문역사문화공원(DDP),270,5615,4574,8084,12739,15833,18362,20686,22951,25459,30747,37484,43445,61168,79068,44693,34834,32918,24375,13077,1994,0,0,0
202304,4호선,동작(현충원),11,254,602,1999,2465,2288,1981,2449,2488,2419,3174,4274,4767,5557,5470,2640,2310,1990,1396,565,76,1,0,0
202304,4호선,명동,18,1433,3965,7917,15553,28163,35740,41100,42144,45894,53000,68232,76086,100382,133239,75827,69168,65648,55169,20440,1328,4,0,0
202304,4호선,미아(서울사이버대학),66,11646,21780,46764,52279,34018,25655,24810,25706,24543,23813,23951,27410,29065,28583,17619,11972,9487,9043,3335,387,4,0,0
202304,4호선,미아사거리,72,15950,38126,94318,98605,64426,43985,41079,41858,41535,38749,41127,46584,41483,41778,31528,29974,18415,13813,6427,1012,0,0,0
202304,4호선,사당,139,10681,26704,71281,82590,68302,45923,39283,42172,41402,39674,38544,40645,48082,52607,36207,34711,37455,31734,15105,1473,4,0,0
202304,4호선,삼각지,10,661,2150,7566,10441,6518,5425,5727,6728,7861,8443,8666,10581,15830,22357,10883,10587,12139,10753,5730,772,0,0,0
202304,4호선,상계,51,14522,37891,87449,75041,45899,33302,29459,31712,28589,24614,25511,29257,27305,24885,16297,12803,11494,11845,3488,491,5,0,0
202304,4호선,서울역,281,4364,6466,12786,15876,14204,12900,14808,15611,15229,15615,17516,22589,45494,61180,25546,16250,14592,11106,4740,494,1,0,0
202304,4호선,성신여대입구(돈암),36,6068,19545,47695,52183,38383,30346,31588,34940,34951,35537,37750,41202,47850,48975,31766,28572,30709,27279,12494,2087,0,0,0
202304,4호선,수유(강북구청),137,22519,49063,115548,124191,80878,57128,54109,55944,52639,48845,49081,53551,56485,63903,39287,30491,26891,22410,11937,1889,1,0,0
202304,4호선,숙대입구(갈월),20,3102,7858,18498,27479,20603,17313,18693,21998,23174,24107,27153,37566,40306,51929,26827,23977,24842,20646,9747,1225,1,0,0
202304,4호선,신용산,4,1407,4339,12193,17547,14748,13515,17678,18387,21987,21834,28814,37147,61454,93695,43826,35390,35448,24511,11846,1520,1,0,0
202304,4호선,쌍문,196,24011,53622,126798,127962,80511,55451,47389,47732,41266,35865,33852,36159,36077,33060,22750,16738,13796,10656,4857,668,0,0,0
202304,4호선,이촌(국립중앙박물관),14,1207,4778,13582,17479,12399,9911,11333,15891,14735,16062,19731,25742,27980,26210,11837,9272,10949,5414,1690,187,0,0,0
202304,4호선,창동,1966,16791,39730,86950,80410,53162,42206,40038,41491,38827,36075,38765,44594,44455,47179,27118,20926,18642,15165,6814,1285,1,0,0
202304,4호선,총신대입구(이수),114,6234,17047,48594,60481,40767,30264,28269,30952,32874,29555,28555,31358,34915,41497,25528,24749,20536,16728,7579,974,0,0,0
202304,4호선,충무로,94,3711,5068,10862,17915,23183,25676,29913,32174,39258,46864,53948,64454,97486,148460,71245,55561,53521,42197,22932,4296,2,0,0
202304,4호선,한성대입구(삼선교),35,6702,13372,31220,35906,27012,20754,20605,23713,24392,23648,27446,35007,34441,33855,22521,20035,17069,13159,5874,803,2,0,0
202304,4호선,혜화,20,3565,7993,17696,21610,25874,31988,38211,42616,45928,57970,79898,91944,108584,121227,74496,75836,101512,84855,32139,3917,0,0,0
202304,4호선,회현(남대문시장),20,1364,3134,5546,9096,12002,18029,28616,39044,49673,60568,71889,84552,104841,129227,56538,50022,23506,13189,4797,611,2,0,0
202304,5호선,강동,106,10648,20278,55850,68354,37234,26999,24691,26331,25140,24259,26170,29540,40994,43674,22014,16146,12796,9432,3906,665,0,0,0
202304,5호선,강일,1,2760,8515,25577,23387,14668,10987,8991,8351,7640,6321,6714,8736,8041,8436,3550,2558,1773,1382,476,104,0,0,0
202304,5호선,개롱,8,3390,9383,23806,23711,13466,11071,9799,10426,9751,8312,8803,12634,12727,12635,6741,4738,4591,2809,900,92,0,0,0
202304,5호선,개화산,4,4456,8598,22092,20845,11880,8588,8342,8833,7936,7191,7470,9255,12071,13162,5682,3498,2877,2475,653,114,0,0,0
202304,5호선,거여,3,6352,16162,49683,45163,25312,17259,14699,15060,13881,11379,11983,14777,15706,15013,7651,5741,5201,3374,1118,173,0,0,0
202304,5호선,고덕,8,4233,11907,31251,26533,18464,15719,16308,16928,14988,15450,18074,22496,21094,15529,10187,8209,8202,8255,2002,357,0,0,0
202304,5호선,공덕,8,1793,5707,21377,32836,17128,14602,16123,18131,19671,17964,20279,24771,42294,63949,25479,20695,21660,16091,6939,973,0,0,0
202304,5호선,광나루(장신대),5,5592,16436,40513,46367,29429,21681,20965,21622,22204,21344,23510,26969,27967,32401,16860,13237,15954,9831,3285,453,0,0,0
202304,5호선,광화문(세종문화회관),9,1159,3367,9037,13604,12206,14871,21190,27338,35715,43703,55576,72911,118600,210262,78995,62670,62905,42046,13618,1533,0,0,0
202304,5호선,군자(능동),61,7338,11943,34275,47160,23455,14508,13693,15617,15817,14647,14918,16878,21541,26713,16245,13770,13693,11203,6119,1067,1,0,0
202304,5호선,굽은다리(강동구민회관앞),3,7266,14729,36896,37439,21884,16816,15342,16727,15359,13051,12469,13458,13630,15649,9148,6783,7255,4926,1637,262,0,0,0
202304,5호선,길동,7,4617,9291,22416,26536,15889,13550,12870,13986,14239,11890,12717,14476,15268,16906,8908,6854,6487,4701,1898,364,0,0,0
202304,5호선,김포공항,1,571,2002,5421,8785,8671,9461,11147,12097,14214,15905,17860,16396,21677,25497,17858,13775,13771,11712,5235,273,0,0,0
202304,5호선,까치산,260,24696,45623,126194,155880,81513,49874,43527,44510,39990,33049,31262,33109,31809,30847,20682,15751,12966,10940,5269,837,2,0,0
202304,5호선,답십리,26,9186,18815,55633,73573,38085,24232,21217,22508,21738,19656,20811,23615,28489,32789,16853,11873,10038,7443,3204,530,0,0,0
202304,5호선,동대문역사문화공원(DDP),2,273,529,1416,2509,2604,3137,2977,2574,2913,3393,4056,5684,10596,20642,7862,4418,3569,2298,1097,189,0,0,0
202304,5호선,둔촌동,3,4287,9692,25054,28366,16724,12600,12178,12800,12953,12504,13867,19475,20855,20766,11099,8370,7104,6803,2754,261,0,0,0
202304,5호선,마곡,3,2572,8255,25625,25861,14634,11592,11651,12220,12732,13266,15886,22802,30749,39785,17895,13082,11083,7772,3156,499,0,0,0
202304,5호선,마장,0,2373,6035,15718,20280,11761,8882,8966,10099,9452,9680,9952,11336,11593,12839,8045,5907,5802,3985,1530,199,0,0,0
202304,5호선,마천,74,7357,15328,44097,34568,17850,11672,10177,11293,9539,8239,8181,9307,9344,10043,5022,3727,2868,1641,684,92,0,0,0
202304,5호선,마포,12,2404,8816,28359,36784,20980,17266,17204,18556,19407,17841,19005,21335,35648,57822,22126,19521,21119,15306,6404,698,1,0,0
202304,5호선,명일,12,5499,14808,36271,33960,19863,17372,14930,15461,13762,12362,12109,14415,12735,12234,8213,6337,6506,4124,1681,356,0,0,0
202304,5호선,목동,5,8268,20970,60759,73365,37431,26448,24115,24392,22918,20680,21339,23262,26633,27633,16219,13515,13418,14513,4544,643,0,0,0
202304,5호선,미사,20,7454,23620,70903,66143,34580,25534,22516,24356,24160,20990,23892,24858,27298,28653,17558,16654,16649,14416,7440,1639,1,0,0
202304,5호선,발산,1,3482,10576,29095,30023,19773,19621,23207,26675,29209,32216,38262,43683,65854,88795,39801,32623,33312,26861,11142,1544,1,0,0
202304,5호선,방이,3,2446,7532,19117,18207,12237,10313,8834,10691,10737,9142,10511,12260,15008,20170,10327,8957,11461,12623,2474,214,0,0,0
202304,5호선,방화,14,5232,11598,27608,26096,15160,11939,11340,11341,10486,9068,10113,11817,11095,10497,5508,4110,2821,2078,786,160,0,0,0
202304,5호선,상일동,55,9791,30592,75838,57774,34502,24961,20780,21039,17931,16009,17383,18937,20822,18767,10865,8066,5252,3767,1632,447,3,0,0
202304,5호선,서대문,16,3505,6248,18777,24320,18472,17963,20773,21028,21172,25029,30557,43169,74411,113657,32595,25951,23456,16606,6170,646,0,0,0
202304,5호선,송정,28,3969,8220,20483,23262,14802,11493,10187,10619,9471,9161,9120,10512,11450,12589,7602,5813,4758,3748,1920,280,0,0,0
202304,5호선,신금호,41,2992,7468,21055,28475,15597,9869,9191,9326,8875,8689,8413,11963,9911,10199,7664,5160,4163,2933,1267,211,0,0,0
202304,5호선,신길,54,2031,4398,16168,23664,10807,6927,5682,5797,5418,4679,5106,5922,8520,12703,4965,3492,3766,2535,1377,210,1,0,0
202304,5호선,신정(은행정),82,12480,24194,65553,77911,37831,21707,17875,18297,16615,13298,13118,14315,14964,15254,8543,6048,5357,4135,1693,225,0,0,0
202304,5호선,아차산(어린이대공원후문),7,8849,17122,42759,59359,32346,22727,21277,24705,26337,26266,29935,30587,31613,30033,18789,13925,12010,8244,3297,414,0,0,0
202304,5호선,애오개,37,2208,5704,18883,25909,12804,9141,9532,10200,10142,8677,10191,11093,13242,20867,8412,5521,4690,3431,1160,123,0,0,0
202304,5호선,양평,3,2117,7250,24295,28950,13333,8522,7994,9028,8559,7822,8280,10138,16064,29495,8745,5903,4577,3288,1503,169,0,0,0
202304,5호선,여의나루,10,1086,2753,5966,9168,6162,7613,10353,13673,17707,25504,35565,48032,74072,92241,56103,55828,44795,32223,10856,815,0,0,0
202304,5호선,여의도,10,2157,4069,10161,14438,12617,14107,19652,21410,26547,32706,40329,54651,139412,170495,70199,60434,48936,28194,9779,1016,0,0,0
202304,5호선,영등포구청,2,1147,2582,7940,11421,5825,4307,4708,5015,5376,5140,5771,6697,10351,20685,6792,4641,4390,3210,1301,245,0,0,0
202304,5호선,영등포시장,6,2772,6354,24201,33994,16449,11573,12325,15062,15682,15848,20136,24937,29369,39146,17406,12658,11270,7929,3315,483,0,0,0
202304,5호선,오금,15,1118,3098,8292,8050,6228,5040,4898,5304,4871,4845,6553,7629,9686,14346,4331,3417,2875,2395,760,79,0,0,0
202304,5호선,오목교(목동운동장앞),6,5264,15882,50470,58018,32455,25031,25603,28779,29706,30422,33747,39901,48798,65694,36234,37380,30426,23804,7781,989,0,0,0
202304,5호선,올림픽공원(한국체대),1,1143,5612,12011,12246,9104,7807,7449,8243,8114,7855,9760,12810,13526,11436,8605,6155,8993,3742,960,56,0,0,0
202304,5호선,왕십리(성동구청),31,2019,2307,6230,8535,5125,4637,5290,6151,6603,6987,7634,9500,10221,14335,8438,7825,8324,7192,3203,564,0,0,0
202304,5호선,우장산,1,7185,22851,58485,59981,32554,26245,24874,24551,22358,19618,21925,25983,23281,19023,12632,9090,7710,6506,1966,303,0,0,0
202304,5호선,을지로4가,2,398,996,2027,3197,3464,4366,6130,7303,8669,10131,11699,13786,25705,38440,15255,9990,8347,5749,2613,282,0,0,0
202304,5호선,장한평,34,7730,19064,54195,76023,40652,24783,22244,24403,23340,22736,23524,30242,38542,59293,25567,15852,13185,10021,4456,632,1,0,0
202304,5호선,종로3가,52,1711,2255,3604,5795,6595,8754,11638,18254,21234,25599,31345,37212,45947,60700,37558,34825,39045,31772,16747,1998,1,0,0
202304,5호선,천호(풍납토성),48,7177,12273,29313,37765,24376,22910,25729,29534,30251,31858,36839,43550,50251,52465,37287,34013,25600,19320,9145,1702,0,0,0
202304,5호선,청구,5,1530,2655,7074,11417,6701,5210,5483,5202,5593,5470,5259,7296,8363,13081,7479,5140,4073,3424,1500,226,0,0,0
202304,5호선,충정로(경기대입구),15,953,2383,6263,8688,5334,4076,4628,5031,5580,5795,5905,7562,16498,26544,7731,5160,4774,3086,1175,159,0,0,0
202304,5호선,하남검단산,10,3568,9388,23342,20857,12625,10171,8636,9856,9660,9508,11797,13671,13627,12525,7494,6609,5282,4139,900,118,0,0,0
202304,5호선,하남시청(덕풍?신장),24,5504,11878,27281,25226,16751,13522,12776,14064,12468,11161,11590,15046,14012,14253,8230,6203,5384,3380,1204,296,0,0,0
202304,5호선,하남풍산,9,2075,5652,10630,12216,7475,6744,6320,6552,6800,6411,7370,8876,11427,13283,5726,4098,4337,2240,677,144,0,0,0
