하차인원수,위도,경도,시간대
9376.5,37.46607,126.668672,17
11215.25,37.46607,126.668672,18
10574.25,37.46607,126.668672,19
6492.0,37.46607,126.668672,20
5597.5,37.46607,126.668672,21
4668.25,37.46607,126.668672,22
3866.25,37.46607,126.668672,23
1484.25,37.46607,126.668672,0
2.25,37.46607,126.668672,1
0.0,37.46607,126.668672,2
0.0,37.46607,126.668672,3
1.75,37.574571,126.957748,4
714.25,37.574571,126.957748,5
4972.25,37.574571,126.957748,6
13502.0,37.574571,126.957748,7
19074.5,37.574571,126.957748,8
16560.5,37.574571,126.957748,9
16532.75,37.574571,126.957748,10
12155.25,37.574571,126.957748,11
11700.75,37.574571,126.957748,12
13091.75,37.574571,126.957748,13
12125.75,37.574571,126.957748,14
12094.5,37.574571,126.957748,15
12842.75,37.574571,126.957748,16
13566.5,37.574571,126.957748,17
16468.5,37.574571,126.957748,18
13313.25,37.574571,126.957748,19
8574.75,37.574571,126.957748,20
7669.25,37.574571,126.957748,21
7248.25,37.574571,126.957748,22
4550.75,37.574571,126.957748,23
1969.25,37.574571,126.957748,0
642.75,37.574571,126.957748,1
0.0,37.574571,126.957748,2
0.0,37.574571,126.957748,3
0.25,37.618456,126.933031,4
175.75,37.618456,126.933031,5
871.0,37.618456,126.933031,6
1528.0,37.618456,126.933031,7
2665.0,37.618456,126.933031,8
2962.25,37.618456,126.933031,9
3226.25,37.618456,126.933031,10
2441.5,37.618456,126.933031,11
2938.25,37.618456,126.933031,12
2896.0,37.618456,126.933031,13
3214.75,37.618456,126.933031,14
3936.0,37.618456,126.933031,15
5239.0,37.618456,126.933031,16
6700.0,37.618456,126.933031,17
11496.5,37.618456,126.933031,18
10349.5,37.618456,126.933031,19
6149.75,37.618456,126.933031,20
5212.25,37.618456,126.933031,21
5202.5,37.618456,126.933031,22
3454.25,37.618456,126.933031,23
1240.75,37.618456,126.933031,0
0.75,37.618456,126.933031,1
0.0,37.618456,126.933031,2
0.0,37.618456,126.933031,3
4.0,37.466613,126.889249,4
2458.0,37.466613,126.889249,5
12718.75,37.466613,126.889249,6
45564.25,37.466613,126.889249,7
103647.0,37.466613,126.889249,8
47456.75,37.466613,126.889249,9
16234.5,37.466613,126.889249,10
12085.0,37.466613,126.889249,11
13197.75,37.466613,126.889249,12
14715.75,37.466613,126.889249,13
12919.25,37.466613,126.889249,14
16907.0,37.466613,126.889249,15
19723.5,37.466613,126.889249,16
28200.25,37.466613,126.889249,17
43771.75,37.466613,126.889249,18
36204.75,37.466613,126.889249,19
21140.5,37.466613,126.889249,20
21922.5,37.466613,126.889249,21
18605.25,37.466613,126.889249,22
11027.75,37.466613,126.889249,23
730.75,37.466613,126.889249,0
0.5,37.466613,126.889249,1
0.0,37.466613,126.889249,2
0.0,37.466613,126.889249,3
1.25,37.610537,127.056431,4
1677.75,37.610537,127.056431,5
4029.0,37.610537,127.056431,6
5503.0,37.610537,127.056431,7
17385.0,37.610537,127.056431,8
14276.75,37.610537,127.056431,9
10926.0,37.610537,127.056431,10
8480.75,37.610537,127.056431,11
9780.0,37.610537,127.056431,12
10288.25,37.610537,127.056431,13
10420.25,37.610537,127.056431,14
13421.75,37.610537,127.056431,15
15929.25,37.610537,127.056431,16
20813.5,37.610537,127.056431,17
32521.25,37.610537,127.056431,18
27945.75,37.610537,127.056431,19
16124.0,37.610537,127.056431,20
13486.75,37.610537,127.056431,21
13799.25,37.610537,127.056431,22
8363.5,37.610537,127.056431,23
2960.25,37.610537,127.056431,0
4.5,37.610537,127.056431,1
0.0,37.610537,127.056431,2
0.0,37.610537,127.056431,3
6.75,37.57142,127.009745,4
2190.375,37.57142,127.009745,5
9523.0,37.57142,127.009745,6
21737.625,37.57142,127.009745,7
44142.875,37.57142,127.009745,8
41501.0,37.57142,127.009745,9
38466.5,37.57142,127.009745,10
38655.375,37.57142,127.009745,11
35262.125,37.57142,127.009745,12
32981.5,37.57142,127.009745,13
31443.375,37.57142,127.009745,14
27465.375,37.57142,127.009745,15
22815.625,37.57142,127.009745,16
19993.75,37.57142,127.009745,17
18942.125,37.57142,127.009745,18
18628.5,37.57142,127.009745,19
13031.125,37.57142,127.009745,20
10193.75,37.57142,127.009745,21
8408.375,37.57142,127.009745,22
6887.375,37.57142,127.009745,23
1800.0,37.57142,127.009745,0
164.0,37.57142,127.009745,1
0.25,37.57142,127.009745,2
0.0,37.57142,127.009745,3
1.25,37.559052,127.005602,4
1038.75,37.559052,127.005602,5
8726.25,37.559052,127.005602,6
15620.75,37.559052,127.005602,7
52830.0,37.559052,127.005602,8
36044.0,37.559052,127.005602,9
27311.0,37.559052,127.005602,10
23159.25,37.559052,127.005602,11
18526.25,37.559052,127.005602,12
19448.5,37.559052,127.005602,13
15961.0,37.559052,127.005602,14
13711.75,37.559052,127.005602,15
13122.75,37.559052,127.005602,16
16544.75,37.559052,127.005602,17
19943.5,37.559052,127.005602,18
9431.75,37.559052,127.005602,19
5565.0,37.559052,127.005602,20
5139.25,37.559052,127.005602,21
4053.0,37.559052,127.005602,22
2605.25,37.559052,127.005602,23
831.5,37.559052,127.005602,0
53.75,37.559052,127.005602,1
0.25,37.559052,127.005602,2
0.0,37.559052,127.005602,3
3.125,37.572627,127.016429,4
935.0,37.572627,127.016429,5
4290.375,37.572627,127.016429,6
7880.0,37.572627,127.016429,7
20753.0,37.572627,127.016429,8
17397.75,37.572627,127.016429,9
17659.5,37.572627,127.016429,10
21789.5,37.572627,127.016429,11
23660.5,37.572627,127.016429,12
26165.0,37.572627,127.016429,13
24417.75,37.572627,127.016429,14
21242.5,37.572627,127.016429,15
16989.75,37.572627,127.016429,16
14357.875,37.572627,127.016429,17
14239.375,37.572627,127.016429,18
10493.0,37.572627,127.016429,19
7330.625,37.572627,127.016429,20
7246.625,37.572627,127.016429,21
7344.25,37.572627,127.016429,22
5941.375,37.572627,127.016429,23
1709.875,37.572627,127.016429,0
201.125,37.572627,127.016429,1
0.0,37.572627,127.016429,2
0.0,37.572627,127.016429,3
6.0,37.471408,126.702896,4
3221.0,37.471408,126.702896,5
7735.25,37.471408,126.702896,6
12455.25,37.471408,126.702896,7
16108.75,37.471408,126.702896,8
13722.0,37.471408,126.702896,9
13543.75,37.471408,126.702896,10
16522.0,37.471408,126.702896,11
17686.5,37.471408,126.702896,12
19280.25,37.471408,126.702896,13
19187.0,37.471408,126.702896,14
24649.0,37.471408,126.702896,15
32228.5,37.471408,126.702896,16
43001.25,37.471408,126.702896,17
58790.0,37.471408,126.702896,18
53113.75,37.471408,126.702896,19
33530.75,37.471408,126.702896,20
29814.0,37.471408,126.702896,21
26551.25,37.471408,126.702896,22
16354.75,37.471408,126.702896,23
3752.0,37.471408,126.702896,0
10.0,37.471408,126.702896,1
0.0,37.471408,126.702896,2
0.0,37.471408,126.702896,3
17.5,37.475276,126.632802,4
2534.0,37.475276,126.632802,5
11015.5,37.475276,126.632802,6
22091.75,37.475276,126.632802,7
31504.75,37.475276,126.632802,8
16930.75,37.475276,126.632802,9
19745.25,37.475276,126.632802,10
22329.75,37.475276,126.632802,11
19661.0,37.475276,126.632802,12
22821.75,37.475276,126.632802,13
21601.25,37.475276,126.632802,14
20354.0,37.475276,126.632802,15
24211.25,37.475276,126.632802,16
27776.75,37.475276,126.632802,17
33632.5,37.475276,126.632802,18
33620.75,37.475276,126.632802,19
19738.25,37.475276,126.632802,20
15727.0,37.475276,126.632802,21
14886.5,37.475276,126.632802,22
9635.5,37.475276,126.632802,23
3396.75,37.475276,126.632802,0
6.5,37.475276,126.632802,1
0.0,37.475276,126.632802,2
0.0,37.475276,126.632802,3
2.75,36.833705,127.14896,4
913.5,36.833705,127.14896,5
3539.0,36.833705,127.14896,6
9612.5,36.833705,127.14896,7
17990.5,36.833705,127.14896,8
17827.75,36.833705,127.14896,9
13355.5,36.833705,127.14896,10
10637.5,36.833705,127.14896,11
12211.75,36.833705,127.14896,12
11270.75,36.833705,127.14896,13
9685.25,36.833705,127.14896,14
9350.0,36.833705,127.14896,15
13155.0,36.833705,127.14896,16
18169.0,36.833705,127.14896,17
22751.0,36.833705,127.14896,18
15625.5,36.833705,127.14896,19
12605.75,36.833705,127.14896,20
9433.25,36.833705,127.14896,21
9126.25,36.833705,127.14896,22
7162.5,36.833705,127.14896,23
2066.5,36.833705,127.14896,0
0.0,36.833705,127.14896,1
0.0,36.833705,127.14896,2
0.0,36.833705,127.14896,3
0.0,37.527788,127.136248,4
949.25,37.527788,127.136248,5
10779.5,37.527788,127.136248,6
10000.0,37.527788,127.136248,7
19397.0,37.527788,127.136248,8
12153.5,37.527788,127.136248,9
10181.5,37.527788,127.136248,10
9422.75,37.527788,127.136248,11
10582.0,37.527788,127.136248,12
12687.5,37.527788,127.136248,13
11709.5,37.527788,127.136248,14
14350.25,37.527788,127.136248,15
16102.0,37.527788,127.136248,16
20712.5,37.527788,127.136248,17
29999.75,37.527788,127.136248,18
22131.0,37.527788,127.136248,19
10936.5,37.527788,127.136248,20
11408.75,37.527788,127.136248,21
9376.5,37.527788,127.136248,22
5762.0,37.527788,127.136248,23
1603.0,37.527788,127.136248,0
2.75,37.527788,127.136248,1
0.0,37.527788,127.136248,2
0.0,37.527788,127.136248,3
0.25,37.550632,126.865689,4
832.0,37.550632,126.865689,5
3617.5,37.550632,126.865689,6
6637.25,37.550632,126.865689,7
17158.25,37.550632,126.865689,8
11892.0,37.550632,126.865689,9
9172.25,37.550632,126.865689,10
10452.25,37.550632,126.865689,11
11844.5,37.550632,126.865689,12
13083.0,37.550632,126.865689,13
13860.25,37.550632,126.865689,14
17242.5,37.550632,126.865689,15
19753.75,37.550632,126.865689,16
25962.0,37.550632,126.865689,17
42887.25,37.550632,126.865689,18
36881.75,37.550632,126.865689,19
21375.75,37.550632,126.865689,20
16418.25,37.550632,126.865689,21
15513.75,37.550632,126.865689,22
10530.0,37.550632,126.865689,23
2890.25,37.550632,126.865689,0
4.25,37.550632,126.865689,1
0.0,37.550632,126.865689,2
0.0,37.550632,126.865689,3
2.625,37.576646,126.900984,4
1750.0,37.576646,126.900984,5
9036.75,37.576646,126.900984,6
29913.75,37.576646,126.900984,7
80861.0,37.576646,126.900984,8
36437.875,37.576646,126.900984,9
14002.875,37.576646,126.900984,10
11390.375,37.576646,126.900984,11
12166.25,37.576646,126.900984,12
13028.75,37.576646,126.900984,13
12140.625,37.576646,126.900984,14
13320.625,37.576646,126.900984,15
16983.25,37.576646,126.900984,16
23757.25,37.576646,126.900984,17
37186.25,37.576646,126.900984,18
27226.875,37.576646,126.900984,19
16133.875,37.576646,126.900984,20
14389.375,37.576646,126.900984,21
13854.375,37.576646,126.900984,22
8505.375,37.576646,126.900984,23
3620.875,37.576646,126.900984,0
8.5,37.576646,126.900984,1
2.75,37.576646,126.900984,2
0.0,37.576646,126.900984,3
0.75,37.547184,127.047367,4
2207.0,37.547184,127.047367,5
15223.25,37.547184,127.047367,6
36720.25,37.547184,127.047367,7
135492.25,37.547184,127.047367,8
91654.75,37.547184,127.047367,9
41378.25,37.547184,127.047367,10
33451.75,37.547184,127.047367,11
34678.5,37.547184,127.047367,12
37016.0,37.547184,127.047367,13
32840.25,37.547184,127.047367,14
33304.5,37.547184,127.047367,15
34075.0,37.547184,127.047367,16
36913.0,37.547184,127.047367,17
45073.0,37.547184,127.047367,18
26160.75,37.547184,127.047367,19
14157.75,37.547184,127.047367,20
12288.0,37.547184,127.047367,21
11022.75,37.547184,127.047367,22
7361.5,37.547184,127.047367,23
2540.5,37.547184,127.047367,0
72.5,37.547184,127.047367,1
0.0,37.547184,127.047367,2
0.0,37.547184,127.047367,3
0.0,37.53154,127.066704,4
525.5,37.53154,127.066704,5
3754.25,37.53154,127.066704,6
6067.25,37.53154,127.066704,7
12944.0,37.53154,127.066704,8
9633.75,37.53154,127.066704,9
8438.5,37.53154,127.066704,10
9580.25,37.53154,127.066704,11
12489.0,37.53154,127.066704,12
16119.0,37.53154,127.066704,13
18105.75,37.53154,127.066704,14
19771.75,37.53154,127.066704,15
21021.5,37.53154,127.066704,16
25342.5,37.53154,127.066704,17
33080.0,37.53154,127.066704,18
24648.25,37.53154,127.066704,19
15138.25,37.53154,127.066704,20
13551.75,37.53154,127.066704,21
11323.25,37.53154,127.066704,22
5818.75,37.53154,127.066704,23
1875.25,37.53154,127.066704,0
8.5,37.53154,127.066704,1
0.0,37.53154,127.066704,2
0.0,37.53154,127.066704,3
0.0,37.560183,126.825448,4
3294.75,37.560183,126.825448,5
9225.25,37.560183,126.825448,6
14818.5,37.560183,126.825448,7
49837.75,37.560183,126.825448,8
31287.75,37.560183,126.825448,9
13948.25,37.560183,126.825448,10
11145.75,37.560183,126.825448,11
11694.0,37.560183,126.825448,12
12719.0,37.560183,126.825448,13
11904.0,37.560183,126.825448,14
12630.5,37.560183,126.825448,15
15027.0,37.560183,126.825448,16
17662.25,37.560183,126.825448,17
26205.0,37.560183,126.825448,18
20795.75,37.560183,126.825448,19
10906.75,37.560183,126.825448,20
9353.0,37.560183,126.825448,21
9679.75,37.560183,126.825448,22
5114.0,37.560183,126.825448,23
2282.0,37.560183,126.825448,0
2.25,37.560183,126.825448,1
0.0,37.560183,126.825448,2
0.0,37.560183,126.825448,3
1.25,37.66494,127.057675,4
1268.0,37.66494,127.057675,5
3252.75,37.66494,127.057675,6
7533.5,37.66494,127.057675,7
11183.0,37.66494,127.057675,8
9571.25,37.66494,127.057675,9
9437.5,37.66494,127.057675,10
10419.5,37.66494,127.057675,11
12189.5,37.66494,127.057675,12
13657.75,37.66494,127.057675,13
15375.75,37.66494,127.057675,14
18637.5,37.66494,127.057675,15
23036.25,37.66494,127.057675,16
28845.75,37.66494,127.057675,17
45407.0,37.66494,127.057675,18
47245.5,37.66494,127.057675,19
26191.0,37.66494,127.057675,20
22660.0,37.66494,127.057675,21
21487.75,37.66494,127.057675,22
13980.75,37.66494,127.057675,23
4404.25,37.66494,127.057675,0
9.5,37.66494,127.057675,1
0.0,37.66494,127.057675,2
0.0,37.66494,127.057675,3
0.25,37.5661,127.042973,4
562.5,37.5661,127.042973,5
3477.0,37.5661,127.042973,6
6058.75,37.5661,127.042973,7
15665.0,37.5661,127.042973,8
9578.75,37.5661,127.042973,9
7632.25,37.5661,127.042973,10
7224.5,37.5661,127.042973,11
8198.25,37.5661,127.042973,12
7695.75,37.5661,127.042973,13
6846.75,37.5661,127.042973,14
7630.25,37.5661,127.042973,15
9048.25,37.5661,127.042973,16
11574.0,37.5661,127.042973,17
17634.75,37.5661,127.042973,18
11655.25,37.5661,127.042973,19
7539.75,37.5661,127.042973,20
6823.25,37.5661,127.042973,21
6572.75,37.5661,127.042973,22
3987.75,37.5661,127.042973,23
1370.5,37.5661,127.042973,0
9.75,37.5661,127.042973,1
0.0,37.5661,127.042973,2
0.0,37.5661,127.042973,3
0.0,37.49499,127.152781,4
365.0,37.49499,127.152781,5
2545.5,37.49499,127.152781,6
4773.25,37.49499,127.152781,7
11173.0,37.49499,127.152781,8
7625.75,37.49499,127.152781,9
6785.5,37.49499,127.152781,10
6107.5,37.49499,127.152781,11
6725.5,37.49499,127.152781,12
8305.75,37.49499,127.152781,13
7354.5,37.49499,127.152781,14
11849.25,37.49499,127.152781,15
13896.25,37.49499,127.152781,16
17230.0,37.49499,127.152781,17
26913.25,37.49499,127.152781,18
24347.5,37.49499,127.152781,19
12345.75,37.49499,127.152781,20
13146.75,37.49499,127.152781,21
12587.0,37.49499,127.152781,22
7440.0,37.49499,127.152781,23
3157.0,37.49499,127.152781,0
4.0,37.49499,127.152781,1
0.75,37.49499,127.152781,2
0.0,37.49499,127.152781,3
0.25,37.539574,126.945932,4
1237.5,37.539574,126.945932,5
6842.0,37.539574,126.945932,6
20495.0,37.539574,126.945932,7
73306.5,37.539574,126.945932,8
33131.25,37.539574,126.945932,9
16325.5,37.539574,126.945932,10
17353.75,37.539574,126.945932,11
15914.5,37.539574,126.945932,12
16512.0,37.539574,126.945932,13
15054.5,37.539574,126.945932,14
16749.0,37.539574,126.945932,15
20019.5,37.539574,126.945932,16
29713.25,37.539574,126.945932,17
44736.0,37.539574,126.945932,18
25987.25,37.539574,126.945932,19
15425.25,37.539574,126.945932,20
14169.75,37.539574,126.945932,21
12024.75,37.539574,126.945932,22
7512.5,37.539574,126.945932,23
1983.25,37.539574,126.945932,0
2.75,37.539574,126.945932,1
0.0,37.539574,126.945932,2
0.0,37.539574,126.945932,3
0.5,37.563515,126.903343,4
1985.5,37.563515,126.903343,5
6813.75,37.563515,126.903343,6
14102.0,37.563515,126.903343,7
34342.5,37.563515,126.903343,8
18367.25,37.563515,126.903343,9
13112.0,37.563515,126.903343,10
12217.25,37.563515,126.903343,11
15329.0,37.563515,126.903343,12
16534.25,37.563515,126.903343,13
15484.25,37.563515,126.903343,14
18829.5,37.563515,126.903343,15
20627.25,37.563515,126.903343,16
27090.0,37.563515,126.903343,17
41529.5,37.563515,126.903343,18
31848.5,37.563515,126.903343,19
21312.0,37.563515,126.903343,20
18065.5,37.563515,126.903343,21
18642.5,37.563515,126.903343,22
11634.75,37.563515,126.903343,23
3171.5,37.563515,126.903343,0
8.5,37.563515,126.903343,1
0.0,37.563515,126.903343,2
0.0,37.563515,126.903343,3
0.0,37.556094,126.910052,4
976.5,37.556094,126.910052,5
4830.0,37.556094,126.910052,6
9318.5,37.556094,126.910052,7
31808.0,37.556094,126.910052,8
29226.75,37.556094,126.910052,9
21151.0,37.556094,126.910052,10
25174.25,37.556094,126.910052,11
27748.25,37.556094,126.910052,12
30793.5,37.556094,126.910052,13
28599.75,37.556094,126.910052,14
32070.25,37.556094,126.910052,15
32954.0,37.556094,126.910052,16
38229.0,37.556094,126.910052,17
49218.5,37.556094,126.910052,18
34858.75,37.556094,126.910052,19
18196.75,37.556094,126.910052,20
15751.25,37.556094,126.910052,21
13572.0,37.556094,126.910052,22
9734.5,37.556094,126.910052,23
2448.5,37.556094,126.910052,0
7.0,37.556094,126.910052,1
0.0,37.556094,126.910052,2
0.0,37.556094,126.910052,3
0.75,37.486947,127.046769,4
647.75,37.486947,127.046769,5
8277.5,37.486947,127.046769,6
22548.0,37.486947,127.046769,7
72373.0,37.486947,127.046769,8
33934.75,37.486947,127.046769,9
15452.5,37.486947,127.046769,10
13991.25,37.486947,127.046769,11
13136.75,37.486947,127.046769,12
13225.0,37.486947,127.046769,13
12281.25,37.486947,127.046769,14
12737.0,37.486947,127.046769,15
14124.25,37.486947,127.046769,16
19019.5,37.486947,127.046769,17
23857.25,37.486947,127.046769,18
16441.5,37.486947,127.046769,19
9810.0,37.486947,127.046769,20
8593.75,37.486947,127.046769,21
8453.25,37.486947,127.046769,22
4530.5,37.486947,127.046769,23
1470.5,37.486947,127.046769,0
48.5,37.486947,127.046769,1
0.0,37.486947,127.046769,2
0.0,37.486947,127.046769,3
0.25,37.610637,127.077725,4
636.25,37.610637,127.077725,5
3043.0,37.610637,127.077725,6
5720.75,37.610637,127.077725,7
15650.0,37.610637,127.077725,8
9748.0,37.610637,127.077725,9
8251.75,37.610637,127.077725,10
9126.5,37.610637,127.077725,11
11320.25,37.610637,127.077725,12
11894.5,37.610637,127.077725,13
12307.75,37.610637,127.077725,14
15512.0,37.610637,127.077725,15
19730.0,37.610637,127.077725,16
25566.25,37.610637,127.077725,17
37547.75,37.610637,127.077725,18
33518.0,37.610637,127.077725,19
19900.25,37.610637,127.077725,20
17373.75,37.610637,127.077725,21
15986.25,37.610637,127.077725,22
9779.75,37.610637,127.077725,23
3137.75,37.610637,127.077725,0
180.5,37.610637,127.077725,1
0.0,37.610637,127.077725,2
0.0,37.610637,127.077725,3
0.0,37.588579,127.087503,4
782.0,37.588579,127.087503,5
5185.75,37.588579,127.087503,6
8531.75,37.588579,127.087503,7
27043.75,37.588579,127.087503,8
17813.0,37.588579,127.087503,9
14888.25,37.588579,127.087503,10
13614.5,37.588579,127.087503,11
16359.0,37.588579,127.087503,12
17494.0,37.588579,127.087503,13
18000.25,37.588579,127.087503,14
23093.25,37.588579,127.087503,15
30005.0,37.588579,127.087503,16
35808.75,37.588579,127.087503,17
51889.0,37.588579,127.087503,18
48638.25,37.588579,127.087503,19
28643.75,37.588579,127.087503,20
24853.5,37.588579,127.087503,21
23986.75,37.588579,127.087503,22
13640.5,37.588579,127.087503,23
4792.5,37.588579,127.087503,0
5.5,37.588579,127.087503,1
0.0,37.588579,127.087503,2
0.0,37.588579,127.087503,3
6.5,37.560989,126.986325,4
965.25,37.560989,126.986325,5
15401.25,37.560989,126.986325,6
47908.5,37.560989,126.986325,7
115464.25,37.560989,126.986325,8
80450.5,37.560989,126.986325,9
55056.75,37.560989,126.986325,10
55085.25,37.560989,126.986325,11
61645.0,37.560989,126.986325,12
59171.25,37.560989,126.986325,13
54966.25,37.560989,126.986325,14
55069.0,37.560989,126.986325,15
54560.25,37.560989,126.986325,16
57763.25,37.560989,126.986325,17
54546.25,37.560989,126.986325,18
40970.75,37.560989,126.986325,19
29186.5,37.560989,126.986325,20
22273.25,37.560989,126.986325,21
15432.5,37.560989,126.986325,22
8643.0,37.560989,126.986325,23
2692.0,37.560989,126.986325,0
118.0,37.560989,126.986325,1
0.0,37.560989,126.986325,2
0.0,37.560989,126.986325,3
0.25,37.55137,127.143999,4
1182.25,37.55137,127.143999,5
3234.0,37.55137,127.143999,6
6194.75,37.55137,127.143999,7
12439.75,37.55137,127.143999,8
9482.5,37.55137,127.143999,9
9447.5,37.55137,127.143999,10
9048.0,37.55137,127.143999,11
9024.5,37.55137,127.143999,12
11941.0,37.55137,127.143999,13
11964.75,37.55137,127.143999,14
14514.0,37.55137,127.143999,15
19553.0,37.55137,127.143999,16
19690.0,37.55137,127.143999,17
37034.75,37.55137,127.143999,18
29928.5,37.55137,127.143999,19
15956.25,37.55137,127.143999,20
13670.0,37.55137,127.143999,21
14095.75,37.55137,127.143999,22
8071.0,37.55137,127.143999,23
2917.0,37.55137,127.143999,0
11.5,37.55137,127.143999,1
0.0,37.55137,127.143999,2
0.0,37.55137,127.143999,3
3.25,37.384653,126.935433,4
1902.0,37.384653,126.935433,5
8040.25,37.384653,126.935433,6
24526.75,37.384653,126.935433,7
57485.0,37.384653,126.935433,8
14312.75,37.384653,126.935433,9
8279.0,37.384653,126.935433,10
9436.5,37.384653,126.935433,11
6732.25,37.384653,126.935433,12
8615.5,37.384653,126.935433,13
8185.75,37.384653,126.935433,14
7480.25,37.384653,126.935433,15
9485.75,37.384653,126.935433,16
12348.0,37.384653,126.935433,17
20216.75,37.384653,126.935433,18
17795.5,37.384653,126.935433,19
10177.75,37.384653,126.935433,20
8375.25,37.384653,126.935433,21
8019.5,37.384653,126.935433,22
6074.75,37.384653,126.935433,23
913.5,37.384653,126.935433,0
0.25,37.384653,126.935433,1
0.0,37.384653,126.935433,2
0.0,37.384653,126.935433,3
0.25,37.43213,127.129087,4
547.5,37.43213,127.129087,5
3211.0,37.43213,127.129087,6
4467.75,37.43213,127.129087,7
9567.0,37.43213,127.129087,8
6015.25,37.43213,127.129087,9
6273.5,37.43213,127.129087,10
7065.75,37.43213,127.129087,11
7462.5,37.43213,127.129087,12
7480.75,37.43213,127.129087,13
7201.5,37.43213,127.129087,14
7420.5,37.43213,127.129087,15
7956.25,37.43213,127.129087,16
8561.25,37.43213,127.129087,17
11204.25,37.43213,127.129087,18
6913.75,37.43213,127.129087,19
4383.75,37.43213,127.129087,20
4023.25,37.43213,127.129087,21
3378.25,37.43213,127.129087,22
2165.75,37.43213,127.129087,23
1419.5,37.43213,127.129087,0
357.5,37.43213,127.129087,1
0.0,37.43213,127.129087,2
0.0,37.43213,127.129087,3
0.0,37.526065,126.864931,4
1276.75,37.526065,126.864931,5
5346.5,37.526065,126.864931,6
14496.75,37.526065,126.864931,7
26986.5,37.526065,126.864931,8
20148.0,37.526065,126.864931,9
14850.75,37.526065,126.864931,10
13968.0,37.526065,126.864931,11
17153.25,37.526065,126.864931,12
20691.25,37.526065,126.864931,13
20989.25,37.526065,126.864931,14
24633.5,37.526065,126.864931,15
31513.25,37.526065,126.864931,16
44858.75,37.526065,126.864931,17
79136.5,37.526065,126.864931,18
55670.25,37.526065,126.864931,19
31473.75,37.526065,126.864931,20
29421.25,37.526065,126.864931,21
26921.0,37.526065,126.864931,22
15359.5,37.526065,126.864931,23
4954.25,37.526065,126.864931,0
7.25,37.526065,126.864931,1
0.0,37.526065,126.864931,2
0.0,37.526065,126.864931,3
0.75,37.582299,126.950291,4
120.75,37.582299,126.950291,5
1314.5,37.582299,126.950291,6
2785.75,37.582299,126.950291,7
5604.25,37.582299,126.950291,8
3710.25,37.582299,126.950291,9
3760.0,37.582299,126.950291,10
3662.5,37.582299,126.950291,11
4193.25,37.582299,126.950291,12
4760.75,37.582299,126.950291,13
5286.5,37.582299,126.950291,14
6694.0,37.582299,126.950291,15
8315.5,37.582299,126.950291,16
10581.25,37.582299,126.950291,17
16342.25,37.582299,126.950291,18
13567.75,37.582299,126.950291,19
8699.75,37.582299,126.950291,20
7892.75,37.582299,126.950291,21
6949.5,37.582299,126.950291,22
4735.25,37.582299,126.950291,23
1256.0,37.582299,126.950291,0
3.75,37.582299,126.950291,1
0.75,37.582299,126.950291,2
0.0,37.582299,126.950291,3
0.0,37.517933,126.89476,4
2004.5,37.517933,126.89476,5
10660.25,37.517933,126.89476,6
35410.25,37.517933,126.89476,7
126728.0,37.517933,126.89476,8
60549.75,37.517933,126.89476,9
25175.25,37.517933,126.89476,10
22513.5,37.517933,126.89476,11
24363.5,37.517933,126.89476,12
26110.25,37.517933,126.89476,13
24357.5,37.517933,126.89476,14
25762.0,37.517933,126.89476,15
29944.75,37.517933,126.89476,16
37923.25,37.517933,126.89476,17
57945.75,37.517933,126.89476,18
41075.75,37.517933,126.89476,19
21742.25,37.517933,126.89476,20
19002.25,37.517933,126.89476,21
17189.0,37.517933,126.89476,22
10680.5,37.517933,126.89476,23
3196.75,37.517933,126.89476,0
82.0,37.517933,126.89476,1
3.25,37.517933,126.89476,2
0.0,37.517933,126.89476,3
0.25,37.485855,127.1225,4
3278.25,37.485855,127.1225,5
12747.5,37.485855,127.1225,6
52636.0,37.485855,127.1225,7
169185.5,37.485855,127.1225,8
76506.25,37.485855,127.1225,9
27425.5,37.485855,127.1225,10
18688.75,37.485855,127.1225,11
17134.0,37.485855,127.1225,12
20041.5,37.485855,127.1225,13
18693.0,37.485855,127.1225,14
17864.25,37.485855,127.1225,15
19730.5,37.485855,127.1225,16
24029.5,37.485855,127.1225,17
36090.0,37.485855,127.1225,18
25645.0,37.485855,127.1225,19
14556.5,37.485855,127.1225,20
13376.5,37.485855,127.1225,21
11781.25,37.485855,127.1225,22
6963.0,37.485855,127.1225,23
1779.25,37.485855,127.1225,0
4.25,37.485855,127.1225,1
0.0,37.485855,127.1225,2
0.0,37.485855,127.1225,3
1.25,37.613292,127.030053,4
2207.75,37.613292,127.030053,5
7873.0,37.613292,127.030053,6
16641.5,37.613292,127.030053,7
31270.25,37.613292,127.030053,8
29556.75,37.613292,127.030053,9
26970.25,37.613292,127.030053,10
28552.0,37.613292,127.030053,11
31815.75,37.613292,127.030053,12
33806.75,37.613292,127.030053,13
38024.75,37.613292,127.030053,14
46525.0,37.613292,127.030053,15
55359.5,37.613292,127.030053,16
68282.0,37.613292,127.030053,17
100984.25,37.613292,127.030053,18
80160.5,37.613292,127.030053,19
47562.5,37.613292,127.030053,20
43424.5,37.613292,127.030053,21
38725.0,37.613292,127.030053,22
22030.25,37.613292,127.030053,23
5662.25,37.613292,127.030053,0
14.0,37.613292,127.030053,1
0.25,37.613292,127.030053,2
0.0,37.613292,127.030053,3
0.0,37.508178,127.011727,4
1500.5,37.508178,127.011727,5
12417.25,37.508178,127.011727,6
11988.75,37.508178,127.011727,7
18695.0,37.508178,127.011727,8
