승차인원수,위도,경도,시간대
4571.25,37.618456,126.933031,6
13802.5,37.618456,126.933031,7
12793.25,37.618456,126.933031,8
6619.5,37.618456,126.933031,9
4403.75,37.618456,126.933031,10
3972.0,37.618456,126.933031,11
4378.25,37.618456,126.933031,12
3791.5,37.618456,126.933031,13
3323.25,37.618456,126.933031,14
3440.5,37.618456,126.933031,15
3466.5,37.618456,126.933031,16
3073.75,37.618456,126.933031,17
2799.25,37.618456,126.933031,18
1674.5,37.618456,126.933031,19
1126.0,37.618456,126.933031,20
813.0,37.618456,126.933031,21
591.25,37.618456,126.933031,22
247.5,37.618456,126.933031,23
57.75,37.618456,126.933031,0
0.0,37.618456,126.933031,1
0.0,37.618456,126.933031,2
0.0,37.618456,126.933031,3
523.75,37.466613,126.889249,4
7817.0,37.466613,126.889249,5
18237.75,37.466613,126.889249,6
46982.75,37.466613,126.889249,7
43621.5,37.466613,126.889249,8
23961.25,37.466613,126.889249,9
18281.25,37.466613,126.889249,10
18081.25,37.466613,126.889249,11
19413.75,37.466613,126.889249,12
18226.0,37.466613,126.889249,13
17375.0,37.466613,126.889249,14
18852.0,37.466613,126.889249,15
27662.75,37.466613,126.889249,16
61231.75,37.466613,126.889249,17
74473.5,37.466613,126.889249,18
32341.5,37.466613,126.889249,19
18606.5,37.466613,126.889249,20
12606.5,37.466613,126.889249,21
8142.0,37.466613,126.889249,22
2748.5,37.466613,126.889249,23
118.25,37.466613,126.889249,0
0.0,37.466613,126.889249,1
0.0,37.466613,126.889249,2
0.0,37.466613,126.889249,3
14.75,37.610537,127.056431,4
6010.5,37.610537,127.056431,5
13809.5,37.610537,127.056431,6
38515.75,37.610537,127.056431,7
42213.5,37.610537,127.056431,8
21092.5,37.610537,127.056431,9
14111.75,37.610537,127.056431,10
12588.0,37.610537,127.056431,11
14762.25,37.610537,127.056431,12
15562.5,37.610537,127.056431,13
14334.0,37.610537,127.056431,14
12708.75,37.610537,127.056431,15
13574.0,37.610537,127.056431,16
14735.75,37.610537,127.056431,17
14529.75,37.610537,127.056431,18
9719.0,37.610537,127.056431,19
6403.75,37.610537,127.056431,20
5916.5,37.610537,127.056431,21
4627.0,37.610537,127.056431,22
2118.25,37.610537,127.056431,23
314.0,37.610537,127.056431,0
0.0,37.610537,127.056431,1
0.0,37.610537,127.056431,2
0.0,37.610537,127.056431,3
491.25,37.57142,127.009745,4
7373.25,37.57142,127.009745,5
5818.5,37.57142,127.009745,6
9034.375,37.57142,127.009745,7
12594.25,37.57142,127.009745,8
14379.25,37.57142,127.009745,9
16747.125,37.57142,127.009745,10
20475.0,37.57142,127.009745,11
25756.625,37.57142,127.009745,12
29746.5,37.57142,127.009745,13
35177.375,37.57142,127.009745,14
40085.25,37.57142,127.009745,15
45080.625,37.57142,127.009745,16
54329.375,37.57142,127.009745,17
42413.25,37.57142,127.009745,18
25067.5,37.57142,127.009745,19
19018.5,37.57142,127.009745,20
19450.125,37.57142,127.009745,21
12649.875,37.57142,127.009745,22
5621.25,37.57142,127.009745,23
695.75,37.57142,127.009745,0
1.875,37.57142,127.009745,1
0.0,37.57142,127.009745,2
0.0,37.57142,127.009745,3
14.25,37.559052,127.005602,4
1608.0,37.559052,127.005602,5
2623.5,37.559052,127.005602,6
5574.75,37.559052,127.005602,7
8006.75,37.559052,127.005602,8
7058.25,37.559052,127.005602,9
7086.25,37.559052,127.005602,10
9642.25,37.559052,127.005602,11
10120.5,37.559052,127.005602,12
13119.0,37.559052,127.005602,13
18013.75,37.559052,127.005602,14
18433.25,37.559052,127.005602,15
24882.25,37.559052,127.005602,16
32575.5,37.559052,127.005602,17
46549.0,37.559052,127.005602,18
20008.5,37.559052,127.005602,19
17312.5,37.559052,127.005602,20
19110.0,37.559052,127.005602,21
12829.5,37.559052,127.005602,22
3571.5,37.559052,127.005602,23
399.75,37.559052,127.005602,0
1.25,37.559052,127.005602,1
0.25,37.559052,127.005602,2
0.0,37.559052,127.005602,3
174.125,37.572627,127.016429,4
3636.75,37.572627,127.016429,5
3936.0,37.572627,127.016429,6
8021.75,37.572627,127.016429,7
12621.0,37.572627,127.016429,8
10258.75,37.572627,127.016429,9
10308.0,37.572627,127.016429,10
13666.875,37.572627,127.016429,11
18540.375,37.572627,127.016429,12
21828.625,37.572627,127.016429,13
25167.5,37.572627,127.016429,14
27935.125,37.572627,127.016429,15
29466.625,37.572627,127.016429,16
27155.625,37.572627,127.016429,17
21781.625,37.572627,127.016429,18
10679.875,37.572627,127.016429,19
7282.375,37.572627,127.016429,20
6101.25,37.572627,127.016429,21
4661.25,37.572627,127.016429,22
2061.0,37.572627,127.016429,23
258.625,37.572627,127.016429,0
0.875,37.572627,127.016429,1
0.0,37.572627,127.016429,2
0.0,37.572627,127.016429,3
530.75,37.471408,126.702896,4
18246.25,37.471408,126.702896,5
32318.5,37.471408,126.702896,6
60377.25,37.471408,126.702896,7
57536.75,37.471408,126.702896,8
33704.0,37.471408,126.702896,9
27110.5,37.471408,126.702896,10
24806.5,37.471408,126.702896,11
25728.5,37.471408,126.702896,12
23968.0,37.471408,126.702896,13
21187.5,37.471408,126.702896,14
20490.25,37.471408,126.702896,15
22606.25,37.471408,126.702896,16
24725.75,37.471408,126.702896,17
22561.5,37.471408,126.702896,18
14008.5,37.471408,126.702896,19
11439.25,37.471408,126.702896,20
9711.5,37.471408,126.702896,21
7539.25,37.471408,126.702896,22
3582.75,37.471408,126.702896,23
237.5,37.471408,126.702896,0
0.25,37.471408,126.702896,1
0.0,37.471408,126.702896,2
0.0,37.471408,126.702896,3
1270.25,37.475276,126.632802,4
6601.0,37.475276,126.632802,5
16780.25,37.475276,126.632802,6
40774.5,37.475276,126.632802,7
32415.5,37.475276,126.632802,8
20708.5,37.475276,126.632802,9
19290.75,37.475276,126.632802,10
20485.75,37.475276,126.632802,11
22999.0,37.475276,126.632802,12
22818.5,37.475276,126.632802,13
22513.5,37.475276,126.632802,14
26259.25,37.475276,126.632802,15
30072.5,37.475276,126.632802,16
36826.5,37.475276,126.632802,17
42036.25,37.475276,126.632802,18
17948.5,37.475276,126.632802,19
12914.75,37.475276,126.632802,20
10295.25,37.475276,126.632802,21
6930.0,37.475276,126.632802,22
2371.5,37.475276,126.632802,23
13.25,37.475276,126.632802,0
0.0,37.475276,126.632802,1
0.0,37.475276,126.632802,2
0.0,37.475276,126.632802,3
1360.25,36.833705,127.14896,4
5610.25,36.833705,127.14896,5
9641.75,36.833705,127.14896,6
16908.25,36.833705,127.14896,7
15095.0,36.833705,127.14896,8
12341.75,36.833705,127.14896,9
9886.75,36.833705,127.14896,10
10571.5,36.833705,127.14896,11
13107.5,36.833705,127.14896,12
11739.5,36.833705,127.14896,13
11720.75,36.833705,127.14896,14
13689.75,36.833705,127.14896,15
15249.75,36.833705,127.14896,16
17693.0,36.833705,127.14896,17
17445.25,36.833705,127.14896,18
10361.75,36.833705,127.14896,19
7863.75,36.833705,127.14896,20
7268.5,36.833705,127.14896,21
4753.0,36.833705,127.14896,22
2446.75,36.833705,127.14896,23
24.75,36.833705,127.14896,0
0.0,36.833705,127.14896,1
0.0,36.833705,127.14896,2
0.0,36.833705,127.14896,3
3.0,37.527788,127.136248,4
3945.75,37.527788,127.136248,5
9218.75,37.527788,127.136248,6
23660.0,37.527788,127.136248,7
27296.0,37.527788,127.136248,8
15903.25,37.527788,127.136248,9
12158.0,37.527788,127.136248,10
11986.0,37.527788,127.136248,11
12476.75,37.527788,127.136248,12
12607.5,37.527788,127.136248,13
12480.75,37.527788,127.136248,14
13549.5,37.527788,127.136248,15
18507.25,37.527788,127.136248,16
20356.75,37.527788,127.136248,17
20903.75,37.527788,127.136248,18
10732.75,37.527788,127.136248,19
8024.0,37.527788,127.136248,20
6868.75,37.527788,127.136248,21
5885.5,37.527788,127.136248,22
2521.5,37.527788,127.136248,23
249.0,37.527788,127.136248,0
0.25,37.527788,127.136248,1
0.0,37.527788,127.136248,2
0.0,37.527788,127.136248,3
10.0,37.550632,126.865689,4
5636.0,37.550632,126.865689,5
15025.5,37.550632,126.865689,6
45417.0,37.550632,126.865689,7
56948.0,37.550632,126.865689,8
24733.75,37.550632,126.865689,9
17740.5,37.550632,126.865689,10
16446.0,37.550632,126.865689,11
16723.5,37.550632,126.865689,12
15848.0,37.550632,126.865689,13
14738.75,37.550632,126.865689,14
15050.5,37.550632,126.865689,15
15530.25,37.550632,126.865689,16
15824.75,37.550632,126.865689,17
18668.75,37.550632,126.865689,18
9198.5,37.550632,126.865689,19
6905.5,37.550632,126.865689,20
5676.0,37.550632,126.865689,21
4559.5,37.550632,126.865689,22
2126.5,37.550632,126.865689,23
407.5,37.550632,126.865689,0
0.75,37.550632,126.865689,1
0.0,37.550632,126.865689,2
0.0,37.550632,126.865689,3
116.25,37.576646,126.900984,4
4717.125,37.576646,126.900984,5
11429.75,37.576646,126.900984,6
34111.625,37.576646,126.900984,7
37139.75,37.576646,126.900984,8
20949.5,37.576646,126.900984,9
13294.5,37.576646,126.900984,10
12595.0,37.576646,126.900984,11
13300.25,37.576646,126.900984,12
13511.0,37.576646,126.900984,13
12844.25,37.576646,126.900984,14
14532.25,37.576646,126.900984,15
19393.625,37.576646,126.900984,16
40811.25,37.576646,126.900984,17
68147.875,37.576646,126.900984,18
28135.375,37.576646,126.900984,19
15650.625,37.576646,126.900984,20
13792.25,37.576646,126.900984,21
11348.0,37.576646,126.900984,22
4882.5,37.576646,126.900984,23
688.25,37.576646,126.900984,0
0.75,37.576646,126.900984,1
0.0,37.576646,126.900984,2
0.0,37.576646,126.900984,3
12.25,37.547184,127.047367,4
2924.25,37.547184,127.047367,5
7704.75,37.547184,127.047367,6
17172.75,37.547184,127.047367,7
24442.25,37.547184,127.047367,8
17000.75,37.547184,127.047367,9
14047.5,37.547184,127.047367,10
15995.75,37.547184,127.047367,11
20079.75,37.547184,127.047367,12
24023.75,37.547184,127.047367,13
28963.5,37.547184,127.047367,14
36418.5,37.547184,127.047367,15
46403.25,37.547184,127.047367,16
72407.0,37.547184,127.047367,17
131486.75,37.547184,127.047367,18
65427.75,37.547184,127.047367,19
43542.5,37.547184,127.047367,20
41067.0,37.547184,127.047367,21
27795.75,37.547184,127.047367,22
10784.75,37.547184,127.047367,23
1521.75,37.547184,127.047367,0
5.5,37.547184,127.047367,1
0.0,37.547184,127.047367,2
0.0,37.547184,127.047367,3
9.5,37.53154,127.066704,4
4703.5,37.53154,127.066704,5
9178.25,37.53154,127.066704,6
20795.0,37.53154,127.066704,7
29774.0,37.53154,127.066704,8
20829.75,37.53154,127.066704,9
12135.0,37.53154,127.066704,10
10455.5,37.53154,127.066704,11
10938.5,37.53154,127.066704,12
11361.75,37.53154,127.066704,13
11853.75,37.53154,127.066704,14
14310.0,37.53154,127.066704,15
18134.75,37.53154,127.066704,16
19808.5,37.53154,127.066704,17
21028.25,37.53154,127.066704,18
15711.25,37.53154,127.066704,19
15091.25,37.53154,127.066704,20
14207.75,37.53154,127.066704,21
10769.25,37.53154,127.066704,22
5144.0,37.53154,127.066704,23
640.75,37.53154,127.066704,0
1.0,37.53154,127.066704,1
0.0,37.53154,127.066704,2
0.0,37.53154,127.066704,3
2.5,37.560183,126.825448,4
2405.0,37.560183,126.825448,5
7552.5,37.560183,126.825448,6
23911.25,37.560183,126.825448,7
24850.0,37.560183,126.825448,8
13725.0,37.560183,126.825448,9
10954.25,37.560183,126.825448,10
11103.0,37.560183,126.825448,11
11928.25,37.560183,126.825448,12
12772.0,37.560183,126.825448,13
13560.75,37.560183,126.825448,14
15894.75,37.560183,126.825448,15
21545.0,37.560183,126.825448,16
31099.0,37.560183,126.825448,17
41413.5,37.560183,126.825448,18
17988.25,37.560183,126.825448,19
12828.75,37.560183,126.825448,20
11182.25,37.560183,126.825448,21
7725.5,37.560183,126.825448,22
3106.5,37.560183,126.825448,23
499.25,37.560183,126.825448,0
1.25,37.560183,126.825448,1
0.0,37.560183,126.825448,2
0.0,37.560183,126.825448,3
23.0,37.66494,127.057675,4
9939.0,37.66494,127.057675,5
25262.75,37.66494,127.057675,6
63146.25,37.66494,127.057675,7
62157.5,37.66494,127.057675,8
31480.5,37.66494,127.057675,9
22184.5,37.66494,127.057675,10
20450.5,37.66494,127.057675,11
21314.25,37.66494,127.057675,12
18396.75,37.66494,127.057675,13
15983.25,37.66494,127.057675,14
15830.75,37.66494,127.057675,15
15402.75,37.66494,127.057675,16
13565.0,37.66494,127.057675,17
12692.25,37.66494,127.057675,18
7815.0,37.66494,127.057675,19
5641.75,37.66494,127.057675,20
3898.5,37.66494,127.057675,21
3141.25,37.66494,127.057675,22
1309.5,37.66494,127.057675,23
156.5,37.66494,127.057675,0
0.75,37.66494,127.057675,1
0.0,37.66494,127.057675,2
0.0,37.66494,127.057675,3
0.25,37.5661,127.042973,4
2261.75,37.5661,127.042973,5
5630.5,37.5661,127.042973,6
15101.0,37.5661,127.042973,7
19800.75,37.5661,127.042973,8
11454.0,37.5661,127.042973,9
8529.25,37.5661,127.042973,10
8459.5,37.5661,127.042973,11
9896.0,37.5661,127.042973,12
9241.0,37.5661,127.042973,13
9243.25,37.5661,127.042973,14
9569.5,37.5661,127.042973,15
10240.75,37.5661,127.042973,16
11013.5,37.5661,127.042973,17
12693.5,37.5661,127.042973,18
7711.0,37.5661,127.042973,19
5507.75,37.5661,127.042973,20
5365.75,37.5661,127.042973,21
3721.5,37.5661,127.042973,22
1555.25,37.5661,127.042973,23
195.25,37.5661,127.042973,0
1.0,37.5661,127.042973,1
0.0,37.5661,127.042973,2
0.0,37.5661,127.042973,3
67.0,37.49499,127.152781,4
6871.5,37.49499,127.152781,5
14207.0,37.49499,127.152781,6
40936.25,37.49499,127.152781,7
32726.25,37.49499,127.152781,8
17025.5,37.49499,127.152781,9
11336.75,37.49499,127.152781,10
9986.5,37.49499,127.152781,11
10882.25,37.49499,127.152781,12
9304.5,37.49499,127.152781,13
8361.0,37.49499,127.152781,14
8247.75,37.49499,127.152781,15
9372.5,37.49499,127.152781,16
9185.5,37.49499,127.152781,17
10106.5,37.49499,127.152781,18
4776.5,37.49499,127.152781,19
3567.0,37.49499,127.152781,20
2776.0,37.49499,127.152781,21
1642.5,37.49499,127.152781,22
678.0,37.49499,127.152781,23
97.25,37.49499,127.152781,0
1.0,37.49499,127.152781,1
0.0,37.49499,127.152781,2
0.0,37.49499,127.152781,3
12.75,37.539574,126.945932,4
2260.5,37.539574,126.945932,5
8112.75,37.539574,126.945932,6
27215.5,37.539574,126.945932,7
35945.5,37.539574,126.945932,8
19551.5,37.539574,126.945932,9
15789.75,37.539574,126.945932,10
15986.75,37.539574,126.945932,11
17587.5,37.539574,126.945932,12
18482.25,37.539574,126.945932,13
17438.0,37.539574,126.945932,14
18943.75,37.539574,126.945932,15
21114.0,37.539574,126.945932,16
34978.25,37.539574,126.945932,17
59568.75,37.539574,126.945932,18
22153.5,37.539574,126.945932,19
18857.25,37.539574,126.945932,20
20767.25,37.539574,126.945932,21
15174.5,37.539574,126.945932,22
6443.5,37.539574,126.945932,23
793.5,37.539574,126.945932,0
2.25,37.539574,126.945932,1
0.0,37.539574,126.945932,2
0.0,37.539574,126.945932,3
10.5,37.563515,126.903343,4
6708.0,37.563515,126.903343,5
13086.0,37.563515,126.903343,6
39003.75,37.563515,126.903343,7
55009.0,37.563515,126.903343,8
33447.5,37.563515,126.903343,9
21503.5,37.563515,126.903343,10
19485.75,37.563515,126.903343,11
20016.5,37.563515,126.903343,12
19745.25,37.563515,126.903343,13
18262.0,37.563515,126.903343,14
18815.75,37.563515,126.903343,15
21263.5,37.563515,126.903343,16
26158.0,37.563515,126.903343,17
36246.0,37.563515,126.903343,18
17286.75,37.563515,126.903343,19
12124.5,37.563515,126.903343,20
11460.0,37.563515,126.903343,21
9167.25,37.563515,126.903343,22
3944.25,37.563515,126.903343,23
595.75,37.563515,126.903343,0
1.25,37.563515,126.903343,1
0.0,37.563515,126.903343,2
0.0,37.563515,126.903343,3
3.5,37.556094,126.910052,4
5164.25,37.556094,126.910052,5
9820.25,37.556094,126.910052,6
25593.5,37.556094,126.910052,7
36903.0,37.556094,126.910052,8
23697.0,37.556094,126.910052,9
17258.0,37.556094,126.910052,10
17340.0,37.556094,126.910052,11
21018.75,37.556094,126.910052,12
22004.25,37.556094,126.910052,13
22596.0,37.556094,126.910052,14
24584.25,37.556094,126.910052,15
27582.75,37.556094,126.910052,16
31660.5,37.556094,126.910052,17
40925.0,37.556094,126.910052,18
27934.5,37.556094,126.910052,19
23552.75,37.556094,126.910052,20
22032.5,37.556094,126.910052,21
17772.0,37.556094,126.910052,22
8407.5,37.556094,126.910052,23
1144.25,37.556094,126.910052,0
4.0,37.556094,126.910052,1
0.0,37.556094,126.910052,2
0.0,37.556094,126.910052,3
6.0,37.486947,127.046769,4
1573.5,37.486947,127.046769,5
6430.75,37.486947,127.046769,6
16648.25,37.486947,127.046769,7
21070.0,37.486947,127.046769,8
14717.0,37.486947,127.046769,9
12846.25,37.486947,127.046769,10
12767.75,37.486947,127.046769,11
13291.5,37.486947,127.046769,12
14248.5,37.486947,127.046769,13
16555.25,37.486947,127.046769,14
18724.75,37.486947,127.046769,15
21161.0,37.486947,127.046769,16
38153.75,37.486947,127.046769,17
62068.5,37.486947,127.046769,18
21371.25,37.486947,127.046769,19
15660.75,37.486947,127.046769,20
16606.25,37.486947,127.046769,21
10071.0,37.486947,127.046769,22
3150.75,37.486947,127.046769,23
350.25,37.486947,127.046769,0
2.0,37.486947,127.046769,1
0.0,37.486947,127.046769,2
0.0,37.486947,127.046769,3
8.5,37.610637,127.077725,4
7759.75,37.610637,127.077725,5
13083.0,37.610637,127.077725,6
35224.25,37.610637,127.077725,7
44935.5,37.610637,127.077725,8
25476.75,37.610637,127.077725,9
16946.0,37.610637,127.077725,10
15583.0,37.610637,127.077725,11
15889.25,37.610637,127.077725,12
15069.75,37.610637,127.077725,13
13350.75,37.610637,127.077725,14
13297.75,37.610637,127.077725,15
14215.0,37.610637,127.077725,16
14583.25,37.610637,127.077725,17
15364.5,37.610637,127.077725,18
9875.25,37.610637,127.077725,19
7413.5,37.610637,127.077725,20
6189.5,37.610637,127.077725,21
4605.25,37.610637,127.077725,22
1999.5,37.610637,127.077725,23
373.25,37.610637,127.077725,0
0.25,37.610637,127.077725,1
0.0,37.610637,127.077725,2
0.0,37.610637,127.077725,3
52.5,37.588579,127.087503,4
12940.0,37.588579,127.087503,5
22801.0,37.588579,127.087503,6
56418.5,37.588579,127.087503,7
70551.5,37.588579,127.087503,8
40199.0,37.588579,127.087503,9
24944.0,37.588579,127.087503,10
21567.5,37.588579,127.087503,11
23370.25,37.588579,127.087503,12
21736.75,37.588579,127.087503,13
19261.75,37.588579,127.087503,14
19606.25,37.588579,127.087503,15
23497.75,37.588579,127.087503,16
22124.75,37.588579,127.087503,17
20894.0,37.588579,127.087503,18
15893.5,37.588579,127.087503,19
9777.0,37.588579,127.087503,20
7469.5,37.588579,127.087503,21
5457.25,37.588579,127.087503,22
2474.5,37.588579,127.087503,23
389.0,37.588579,127.087503,0
1.0,37.588579,127.087503,1
0.0,37.588579,127.087503,2
0.0,37.588579,127.087503,3
31.0,37.560989,126.986325,4
1382.0,37.560989,126.986325,5
3424.75,37.560989,126.986325,6
6423.75,37.560989,126.986325,7
12601.0,37.560989,126.986325,8
22807.75,37.560989,126.986325,9
29347.5,37.560989,126.986325,10
35011.5,37.560989,126.986325,11
36310.75,37.560989,126.986325,12
39217.5,37.560989,126.986325,13
46091.0,37.560989,126.986325,14
59238.75,37.560989,126.986325,15
68648.25,37.560989,126.986325,16
89310.0,37.560989,126.986325,17
127296.0,37.560989,126.986325,18
70209.0,37.560989,126.986325,19
61960.25,37.560989,126.986325,20
57164.75,37.560989,126.986325,21
45495.25,37.560989,126.986325,22
16581.0,37.560989,126.986325,23
1175.75,37.560989,126.986325,0
5.5,37.560989,126.986325,1
0.0,37.560989,126.986325,2
0.0,37.560989,126.986325,3
8.75,37.55137,127.143999,4
5010.25,37.55137,127.143999,5
13735.75,37.55137,127.143999,6
35210.75,37.55137,127.143999,7
32495.25,37.55137,127.143999,8
18864.5,37.55137,127.143999,9
16070.5,37.55137,127.143999,10
14263.75,37.55137,127.143999,11
14947.0,37.55137,127.143999,12
13495.75,37.55137,127.143999,13
12305.5,37.55137,127.143999,14
11807.0,37.55137,127.143999,15
13693.25,37.55137,127.143999,16
12554.5,37.55137,127.143999,17
12462.5,37.55137,127.143999,18
7759.25,37.55137,127.143999,19
6091.0,37.55137,127.143999,20
5741.25,37.55137,127.143999,21
4521.25,37.55137,127.143999,22
1688.0,37.55137,127.143999,23
393.5,37.55137,127.143999,0
2.0,37.55137,127.143999,1
0.0,37.55137,127.143999,2
0.0,37.55137,127.143999,3
85.0,37.384653,126.935433,4
6505.25,37.384653,126.935433,5
10681.5,37.384653,126.935433,6
25749.0,37.384653,126.935433,7
22437.25,37.384653,126.935433,8
11919.5,37.384653,126.935433,9
8896.0,37.384653,126.935433,10
9182.75,37.384653,126.935433,11
9711.0,37.384653,126.935433,12
9422.75,37.384653,126.935433,13
10620.75,37.384653,126.935433,14
10290.5,37.384653,126.935433,15
15326.75,37.384653,126.935433,16
27629.25,37.384653,126.935433,17
38316.5,37.384653,126.935433,18
12233.0,37.384653,126.935433,19
10873.0,37.384653,126.935433,20
7390.0,37.384653,126.935433,21
4635.25,37.384653,126.935433,22
1786.75,37.384653,126.935433,23
107.75,37.384653,126.935433,0
0.0,37.384653,126.935433,1
0.0,37.384653,126.935433,2
0.0,37.384653,126.935433,3
21.5,37.43213,127.129087,4
2290.75,37.43213,127.129087,5
2871.25,37.43213,127.129087,6
8306.5,37.43213,127.129087,7
10942.0,37.43213,127.129087,8
7067.25,37.43213,127.129087,9
6264.75,37.43213,127.129087,10
7434.5,37.43213,127.129087,11
8952.25,37.43213,127.129087,12
9576.5,37.43213,127.129087,13
9878.0,37.43213,127.129087,14
11293.0,37.43213,127.129087,15
13137.0,37.43213,127.129087,16
11655.25,37.43213,127.129087,17
11965.5,37.43213,127.129087,18
6704.5,37.43213,127.129087,19
4856.75,37.43213,127.129087,20
4679.0,37.43213,127.129087,21
3939.75,37.43213,127.129087,22
2583.0,37.43213,127.129087,23
631.25,37.43213,127.129087,0
1.75,37.43213,127.129087,1
0.0,37.43213,127.129087,2
0.0,37.43213,127.129087,3
8.5,37.526065,126.864931,4
8037.5,37.526065,126.864931,5
19797.5,37.526065,126.864931,6
59010.5,37.526065,126.864931,7
71908.0,37.526065,126.864931,8
35252.75,37.526065,126.864931,9
24625.0,37.526065,126.864931,10
23279.75,37.526065,126.864931,11
23109.25,37.526065,126.864931,12
22032.0,37.526065,126.864931,13
20333.0,37.526065,126.864931,14
20894.5,37.526065,126.864931,15
22492.75,37.526065,126.864931,16
26360.75,37.526065,126.864931,17
28174.75,37.526065,126.864931,18
15812.75,37.526065,126.864931,19
13126.0,37.526065,126.864931,20
12730.5,37.526065,126.864931,21
13574.5,37.526065,126.864931,22
4536.25,37.526065,126.864931,23
649.5,37.526065,126.864931,0
2.25,37.526065,126.864931,1
0.0,37.526065,126.864931,2
0.0,37.526065,126.864931,3
25.75,37.582299,126.950291,4
1834.25,37.582299,126.950291,5
5736.5,37.582299,126.950291,6
16510.0,37.582299,126.950291,7
19148.25,37.582299,126.950291,8
11877.0,37.582299,126.950291,9
8246.0,37.582299,126.950291,10
6944.0,37.582299,126.950291,11
6796.0,37.582299,126.950291,12
6168.25,37.582299,126.950291,13
5582.0,37.582299,126.950291,14
5117.5,37.582299,126.950291,15
5502.75,37.582299,126.950291,16
6177.0,37.582299,126.950291,17
6977.75,37.582299,126.950291,18
3228.75,37.582299,126.950291,19
2359.75,37.582299,126.950291,20
1953.0,37.582299,126.950291,21
1303.25,37.582299,126.950291,22
542.25,37.582299,126.950291,23
84.75,37.582299,126.950291,0
0.75,37.582299,126.950291,1
0.0,37.582299,126.950291,2
0.0,37.582299,126.950291,3
7.25,37.517933,126.89476,4
3908.25,37.517933,126.89476,5
13140.5,37.517933,126.89476,6
42860.0,37.517933,126.89476,7
48818.25,37.517933,126.89476,8
27484.0,37.517933,126.89476,9
19892.0,37.517933,126.89476,10
19720.25,37.517933,126.89476,11
23234.25,37.517933,126.89476,12
24441.5,37.517933,126.89476,13
24381.5,37.517933,126.89476,14
27555.75,37.517933,126.89476,15
33959.75,37.517933,126.89476,16
57836.0,37.517933,126.89476,17
106238.5,37.517933,126.89476,18
39412.0,37.517933,126.89476,19
26847.75,37.517933,126.89476,20
28359.25,37.517933,126.89476,21
22486.5,37.517933,126.89476,22
10827.25,37.517933,126.89476,23
1783.25,37.517933,126.89476,0
5.0,37.517933,126.89476,1
0.0,37.517933,126.89476,2
0.0,37.517933,126.89476,3
3.25,37.485855,127.1225,4
2213.0,37.485855,127.1225,5
6730.5,37.485855,127.1225,6
22414.0,37.485855,127.1225,7
32491.0,37.485855,127.1225,8
18931.0,37.485855,127.1225,9
15252.75,37.485855,127.1225,10
16551.0,37.485855,127.1225,11
19016.75,37.485855,127.1225,12
21634.5,37.485855,127.1225,13
24569.0,37.485855,127.1225,14
27071.25,37.485855,127.1225,15
32332.25,37.485855,127.1225,16
79357.75,37.485855,127.1225,17
122279.0,37.485855,127.1225,18
42101.0,37.485855,127.1225,19
28775.5,37.485855,127.1225,20
24795.25,37.485855,127.1225,21
18575.5,37.485855,127.1225,22
6674.75,37.485855,127.1225,23
1103.75,37.485855,127.1225,0
2.0,37.485855,127.1225,1
0.0,37.485855,127.1225,2
0.0,37.485855,127.1225,3
65.0,37.613292,127.030053,4
15013.5,37.613292,127.030053,5
35840.25,37.613292,127.030053,6
89718.5,37.613292,127.030053,7
95724.25,37.613292,127.030053,8
61119.75,37.613292,127.030053,9
42917.0,37.613292,127.030053,10
39969.25,37.613292,127.030053,11
41134.0,37.613292,127.030053,12
41105.0,37.613292,127.030053,13
39419.0,37.613292,127.030053,14
40784.5,37.613292,127.030053,15
44607.25,37.613292,127.030053,16
41374.5,37.613292,127.030053,17
42282.25,37.613292,127.030053,18
30871.5,37.613292,127.030053,19
29382.5,37.613292,127.030053,20
18014.75,37.613292,127.030053,21
13836.75,37.613292,127.030053,22
6565.75,37.613292,127.030053,23
1078.0,37.613292,127.030053,0
3.25,37.613292,127.030053,1
0.0,37.613292,127.030053,2
0.0,37.613292,127.030053,3
1.75,37.508178,127.011727,4
852.5,37.508178,127.011727,5
2751.75,37.508178,127.011727,6
7482.5,37.508178,127.011727,7
11167.5,37.508178,127.011727,8
8368.5,37.508178,127.011727,9
6178.5,37.508178,127.011727,10
6227.5,37.508178,127.011727,11
7768.0,37.508178,127.011727,12
8438.25,37.508178,127.011727,13
9541.0,37.508178,127.011727,14
11202.25,37.508178,127.011727,15
19608.5,37.508178,127.011727,16
17379.5,37.508178,127.011727,17
17105.75,37.508178,127.011727,18
11845.25,37.508178,127.011727,19
9376.5,37.508178,127.011727,20
9661.25,37.508178,127.011727,21
6625.25,37.508178,127.011727,22
2313.0,37.508178,127.011727,23
358.25,37.508178,127.011727,0
0.75,37.508178,127.011727,1
0.0,37.508178,127.011727,2
0.0,37.508178,127.011727,3
2.25,37.558598,126.837668,4
3318.0,37.558598,126.837668,5
9873.5,37.558598,126.837668,6
27311.0,37.558598,126.837668,7
29225.5,37.558598,126.837668,8
18384.0,37.558598,126.837668,9
18569.75,37.558598,126.837668,10
21909.25,37.558598,126.837668,11
24900.75,37.558598,126.837668,12
27568.75,37.558598,126.837668,13
31126.75,37.558598,126.837668,14
36892.0,37.558598,126.837668,15
42950.0,37.558598,126.837668,16
66026.25,37.558598,126.837668,17
89359.75,37.558598,126.837668,18
39172.75,37.558598,126.837668,19
32527.25,37.558598,126.837668,20
33218.25,37.558598,126.837668,21
